page|68
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||2,131,270,156.23|2,226,536,024.34
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
page|69
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||11,359,639.51|
收到其他与经营活动有关的现金|七、77（1）|41,559,306.56|100,178,497.59
经营活动现金流入小计||2,184,189,102.30|2,326,714,521.93
购买商品、接受劳务支付的现金||1,254,325,697.59|1,095,331,792.84
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||529,012,784.49|608,467,700.73
支付的各项税费||7,066,571.31|9,360,377.29
支付其他与经营活动有关的现金|七、77（2）|105,593,004.85|160,373,850.19
经营活动现金流出小计||1,895,998,058.24|1,873,533,721.05
经营活动产生的现金流量净额||288,191,044.06|453,180,800.88
二、投资活动产生的现金流量：|||
收回投资收到的现金|||
取得投资收益收到的现金||88,392,156.86|
处置固定资产、无形资产和其他长期资产收回的现金净额||1,358,342.49|1,923,784.91
处置子公司及其他营业单位收到的现金净额|||100,000,000.00
收到其他与投资活动有关的现金|||
投资活动现金流入小计||89,750,499.35|101,923,784.91
购建固定资产、无形资产和其他长期资产支付的现金||1,248,585,041.47|1,015,981,242.91
投资支付的现金||204,200,000.00|6,000,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计||1,452,785,041.47|1,021,981,242.91
page|70
投资活动产生的现金流量净额||-1,363,034,542.12|-920,057,458.00
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||2,690,855,375.20|967,000,000.00
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||2,690,855,375.20|967,000,000.00
偿还债务支付的现金||1,134,240,000.00|760,020,000.00
分配股利、利润或偿付利息支付的现金||163,010,427.24|103,120,762.25
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|七、77（6）|11,672,767.50|11,672,767.50
筹资活动现金流出小计||1,308,923,194.74|874,813,529.75
筹资活动产生的现金流量净额||1,381,932,180.46|92,186,470.25
四、汇率变动对现金及现金等价物的影响|||
五、现金及现金等价物净增加额||307,088,682.40|-374,690,186.87
加：期初现金及现金等价物余额||672,822,422.00|1,047,512,608.87
六、期末现金及现金等价物余额||979,911,104.40|672,822,422.00
