page|48
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||673,471,430.94|550,324,166.15
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||26,958,471.46|19,550,984.11
收到其他与经营活动有关的现金||9,809,010.76|10,814,946.75
经营活动现金流入小计||710,238,913.16|580,690,097.01
购买商品、接受劳务支付的现金||322,244,774.32|338,354,400.36
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||142,418,610.21|150,675,420.22
支付的各项税费||61,406,068.85|34,039,818.15
支付其他与经营活动有关的现金||63,252,483.82|51,528,997.96
经营活动现金流出小计||589,321,937.20|574,598,636.69
经营活动产生的现金流量净额||120,916,975.96|6,091,460.32
二、投资活动产生的现金流量：|||
page|49
收回投资收到的现金|||
取得投资收益收到的现金|||
处置固定资产、无形资产和其他长期资产收回的现金净额||417,916.23|1,334,579.73
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||
投资活动现金流入小计||417,916.23|1,334,579.73
购建固定资产、无形资产和其他长期资产支付的现金||21,740,906.99|56,898,949.64
投资支付的现金|||
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计||21,740,906.99|56,898,949.64
投资活动产生的现金流量净额||-21,322,990.76|-55,564,369.91
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||221,200,000.00|271,000,000.00
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||221,200,000.00|271,000,000.00
偿还债务支付的现金||326,710,373.38|301,692,233.05
分配股利、利润或偿付利息支付的现金||14,520,556.25|18,846,108.49
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|||
筹资活动现金流出小计||341,230,929.63|320,538,341.54
筹资活动产生的现金流量净额||-120,030,929.63|-49,538,341.54
四、汇率变动对现金及现金等价物的影响||69,363.06|584,502.40
五、现金及现金等价物净增加额||-20,367,581.37|-98,426,748.73
加：期初现金及现金等价物余额||215,004,760.41|313,431,509.14
六、期末现金及现金等价物余额||194,637,179.04|215,004,760.41
