page|54
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||531,397,146.77|435,519,427.14
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||330,503.98|3,315,960.37
收到其他与经营活动有关的现金|六、49|33,751,023.64|31,192,355.02
经营活动现金流入小计||565,478,674.39|470,027,742.53
购买商品、接受劳务支付的现金||362,447,199.39|264,110,202.50
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||100,723,883.14|92,341,310.89
支付的各项税费||40,970,578.69|35,460,821.53
支付其他与经营活动有关的现金|六、49|59,409,901.31|40,694,454.78
经营活动现金流出小计||563,551,562.53|432,606,789.70
经营活动产生的现金流量净额||1,927,111.86|37,420,952.83
二、投资活动产生的现金流量：|||
收回投资收到的现金||196,000,000.00|207,050,000.00
取得投资收益收到的现金||2,564,611.20|3,094,823.18
处置固定资产、无形资产和其他长期资产收回的现金净额||3,010,121.33|167,080.00
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金||82,183,836.52|146,746,008.05
投资活动现金流入小计||283,758,569.05|357,057,911.23
购建固定资产、无形资产和其他长||9,867,708.86|5,126,490.35
page|55
期资产支付的现金|||
投资支付的现金||234,500,000.00|249,050,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|六、49|54,000,000.00|98,000,000.00
投资活动现金流出小计||298,367,708.86|352,176,490.35
投资活动产生的现金流量净额||-14,609,139.81|4,881,420.88
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金|||
收到其他与筹资活动有关的现金|六、49|8,381,574.53|2,185,380.57
筹资活动现金流入小计||8,381,574.53|2,185,380.57
偿还债务支付的现金|||
分配股利、利润或偿付利息支付的现金||3,964,757.40|3,868,929.11
其中：子公司支付给少数股东的股利、利润||265,090.00|278,360.00
支付其他与筹资活动有关的现金||2,170,277.04|12,620,882.99
筹资活动现金流出小计||6,135,034.44|16,489,812.10
筹资活动产生的现金流量净额||2,246,540.09|-14,304,431.53
四、汇率变动对现金及现金等价物的影响|||
五、现金及现金等价物净增加额||-10,435,487.86|27,997,942.18
加：期初现金及现金等价物余额||56,618,192.68|28,620,250.50
六、期末现金及现金等价物余额||46,182,704.82|56,618,192.68
