page|80
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金|||1,431,612,859.20  1,037,983,089.71
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||128,759,317.66|81,914,362.84
收到其他与经营活动有关的现金||57,137,401.70|75,027,898.66
经营活动现金流入小计|||1,617,509,578.56  1,194,925,351.21
购买商品、接受劳务支付的现金||1,168,459,736.04|760,599,628.02
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
page|81
支付保单红利的现金|||
支付给职工及为职工支付的现金||312,562,825.25|227,489,289.87
支付的各项税费||30,223,692.61|24,597,204.64
支付其他与经营活动有关的现金||138,029,668.92|95,929,384.65
经营活动现金流出小计|||1,649,275,922.82  1,108,615,507.18
经营活动产生的现金流量净额||-31,766,344.26|86,309,844.03
二、投资活动产生的现金流量：|||
收回投资收到的现金||90,839,738.58|233,000,000.00
取得投资收益收到的现金||4,503,125.57|3,426,542.93
处置固定资产、无形资产和其他长期资产收回的现金净额||1,253,021.30|126,635,814.93
处置子公司及其他营业单位收到的现金净额||50,798,918.68|
收到其他与投资活动有关的现金||9,600,000.00|
投资活动现金流入小计||156,994,804.13|363,062,357.86
购建固定资产、无形资产和其他长期资产支付的现金||221,829,863.12|204,893,373.13
投资支付的现金||60,300,000.00|263,900,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计||282,129,863.12|468,793,373.13
投资活动产生的现金流量净额||-125,135,058.99|-105,731,015.27
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||800,000.00|
其中：子公司吸收少数股东投资收到的现金||800,000.00|
取得借款收到的现金||200,480,315.00|435,060,000.00
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||201,280,315.00|435,060,000.00
偿还债务支付的现金||19,000,000.00|297,568,043.22
分配股利、利润或偿付利息支付的现金||36,906,566.35|67,062,675.80
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金||7,180,451.54|47,613,249.65
筹资活动现金流出小计||63,087,017.89|412,243,968.67
筹资活动产生的现金流量净额||138,193,297.11|22,816,031.33
四、汇率变动对现金及现金等价物的影响||-4,799,505.93|-6,720,040.44
五、现金及现金等价物净增加额||-23,507,612.07|-3,325,180.35
加：期初现金及现金等价物余额||79,635,346.82|82,960,527.17
六、期末现金及现金等价物余额||56,127,734.75|79,635,346.82
