page|112
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||648,487,482.94|505,930,534.01
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||23,808,460.21|20,785,892.39
page|113
收到其他与经营活动有关的现金|七、78|126,975,859.23|96,792,171.20
经营活动现金流入小计||799,271,802.38|623,508,597.60
购买商品、接受劳务支付的现金||275,021,363.63|215,955,321.34
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||105,015,647.76|90,005,408.99
支付的各项税费||61,357,911.99|58,981,805.86
支付其他与经营活动有关的现金|七、78|41,543,646.84|35,340,461.98
经营活动现金流出小计||482,938,570.22|400,282,998.17
经营活动产生的现金流量净额||316,333,232.16|223,225,599.43
二、投资活动产生的现金流量：|||
收回投资收到的现金||876,854.63|918,887.26
取得投资收益收到的现金||2,991,115.05|2,761,366.58
处置固定资产、无形资产和其他长期资产收回的现金净额||234,473.98|3,654.87
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|七、78|53,578,987.00|
投资活动现金流入小计||57,681,430.66|3,683,908.71
购建固定资产、无形资产和其他长期资产支付的现金||253,684,027.39|545,755,221.92
投资支付的现金||43,954,200.00|59,207,740.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额||12,636,104.70|
支付其他与投资活动有关的现金|七、78|22,789,503.81|57,121,000.00
投资活动现金流出小计||333,063,835.90|662,083,961.92
投资活动产生的现金流量净额||-275,382,405.24|-658,400,053.21
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||1,730,000.00|9,953,000.00
其中：子公司吸收少数股东投资收到的现金||1,730,000.00|9,953,000.00
取得借款收到的现金||743,471,854.00|972,078,413.00
收到其他与筹资活动有关的|七、78|90,750,000.00|37,333,300.00
page|114
现金|||
筹资活动现金流入小计||835,951,854.00|1,019,364,713.00
偿还债务支付的现金||617,395,256.97|391,240,298.66
分配股利、利润或偿付利息支付的现金||64,866,987.15|68,360,902.54
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|七、78|120,433,301.58|7,272,363.74
筹资活动现金流出小计||802,695,545.70|466,873,564.94
筹资活动产生的现金流量净额||33,256,308.30|552,491,148.06
四、汇率变动对现金及现金等价物的影响||0.07|-77,562.57
五、现金及现金等价物净增加额||74,207,135.29|117,239,131.71
加：期初现金及现金等价物余额||262,743,788.87|145,504,657.16
六、期末现金及现金等价物余额||336,950,924.16|262,743,788.87
