page|88
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||2,077,875,404.73|1,844,021,230.95
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还|||
收到其他与经营活动有关的现金||200,542,349.18|126,626,564.83
经营活动现金流入小计||2,278,417,753.91|1,970,647,795.78
购买商品、接受劳务支付的现金||1,378,676,002.33|1,228,858,863.82
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||347,058,524.63|297,388,573.57
支付的各项税费||134,525,944.11|99,287,714.11
支付其他与经营活动有关的现金||200,838,665.19|179,854,562.76
经营活动现金流出小计||2,061,099,136.26|1,805,389,714.26
经营活动产生的现金流量净额||217,318,617.65|165,258,081.52
二、投资活动产生的现金流量：|||
收回投资收到的现金|||
取得投资收益收到的现金||27,542,686.77|24,033,309.07
处置固定资产、无形资产和其他长期资产收回的现金净额||307,152.54|68,567.16
处置子公司及其他营业单位收到的现金净额|||
page|89
收到其他与投资活动有关的现金||11,926,606.56|9,828,156.55
投资活动现金流入小计||39,776,445.87|33,930,032.78
购建固定资产、无形资产和其他长期资产支付的现金||216,830,506.61|97,683,574.10
投资支付的现金|||
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计||216,830,506.61|97,683,574.10
投资活动产生的现金流量净额||-177,054,060.74|-63,753,541.32
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||50,000,000.00|30,000,000.00
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||50,000,000.00|30,000,000.00
偿还债务支付的现金|||1,069,818.75
分配股利、利润或偿付利息支付的现金||23,216,910.30|21,447,080.47
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|||
筹资活动现金流出小计||23,216,910.30|22,516,899.22
筹资活动产生的现金流量净额||26,783,089.70|7,483,100.78
四、汇率变动对现金及现金等价物的影响|||
五、现金及现金等价物净增加额||67,047,646.61|108,987,640.98
加：期初现金及现金等价物余额||813,835,418.92|704,847,777.94
六、期末现金及现金等价物余额||880,883,065.53|813,835,418.92
