page|105
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||2,497,959,546.58|2,162,957,173.29
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||23,387,957.25|20,840,932.69
收到其他与经营活动有关的现金|七、78|234,260,914.25|160,209,562.11
经营活动现金流入小计||2,755,608,418.08|2,344,007,668.09
购买商品、接受劳务支付的现金||1,602,302,553.68|1,242,029,935.76
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||409,542,036.24|324,734,788.46
支付的各项税费||147,194,386.76|117,316,188.57
支付其他与经营活动有关的现金|七、78|248,843,713.19|229,669,122.65
经营活动现金流出小计||2,407,882,689.87|1,913,750,035.44
经营活动产生的现金流量净额||347,725,728.21|430,257,632.65
二、投资活动产生的现金流量：|||
收回投资收到的现金||420,000,000.00|373,570,054.96
取得投资收益收到的现金||3,819,081.05|5,835,786.72
处置固定资产、无形资产和其他长期资产收回的现金净额||44,306.02|60,990.00
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|七、78||2,071,632.84
投资活动现金流入小计||423,863,387.07|381,538,464.52
购建固定资产、无形资产和其他长期资产支付的现金||128,435,553.76|124,825,219.19
投资支付的现金||160,000,000.00|608,000,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||44,742,853.49
支付其他与投资活动有关的现金|七、78||1,307,238.16
投资活动现金流出小计||288,435,553.76|778,875,310.84
投资活动产生的现金流量净额||135,427,833.31|-397,336,846.32
page|106
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||11,000,000.00|602,901,886.79
其中：子公司吸收少数股东投资收到的现金||11,000,000.00|7,600,000.00
取得借款收到的现金||16,122,060.00|59,827,578.24
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||27,122,060.00|662,729,465.03
偿还债务支付的现金||19,378,929.71|125,530,732.79
分配股利、利润或偿付利息支付的现金||39,349,832.22|30,718,181.66
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|七、78|780,000.00|10,137,026.21
筹资活动现金流出小计||59,508,761.93|166,385,940.66
筹资活动产生的现金流量净额||-32,386,701.93|496,343,524.37
四、汇率变动对现金及现金等价物的影响||-127,454.22|-50.68
五、现金及现金等价物净增加额||450,639,405.37|529,264,260.02
加：期初现金及现金等价物余额||872,056,442.96|342,792,182.94
六、期末现金及现金等价物余额||1,322,695,848.33|872,056,442.96
