page|129
项目|附注|2021 年度|2020 年度
一、营业总收入||1,780,286,617.63|1,561,442,486.90
其中：营业收入|七、61|1,780,286,617.63|1,561,442,486.90
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||1,363,410,735.75|936,026,016.46
其中：营业成本|七、61|741,664,273.63|580,678,462.31
利息支出|||
page|130
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|七、62|9,738,292.20|7,444,749.44
销售费用|七、63|78,395,908.21|46,220,094.15
管理费用|七、64|118,502,965.23|63,897,706.35
研发费用|七、65|417,770,941.27|228,348,106.98
财务费用|七、66|-2,661,644.79|9,436,897.23
其中：利息费用||1,616,994.07|1,301,975.27
利息收入||9,018,596.99|3,952,745.81
加：其他收益|七、67|50,677,231.74|41,293,734.62
投资收益（损失以“－”号填列）|七、68|16,347,967.66|52,689,552.55
其中：对联营企业和合营企业的投资收益||6,463,318.44|7,772,814.60
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|||
信用减值损失（损失以“-”号填列）|七、71|-16,157,525.28|-23,183,903.60
资产减值损失（损失以“-”号填列）|七、72|-17,776,289.66|-29,892,382.34
资产处置收益（损失以“－”号填列）|七、73|57,057.25|-
三、营业利润（亏损以“－”号填列）||450,024,323.59|666,323,471.67
加：营业外收入|七、74|3,633,176.39|3,938,927.09
减：营业外支出|七、75|5,404,050.08|2,644,799.91
四、利润总额（亏损总额以“－”号填列）||448,253,449.90|667,617,598.85
减：所得税费用|七、76|-10,710,031.97|83,013,197.27
五、净利润（净亏损以“－”号填列）||458,963,481.87|584,604,401.58
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||458,963,481.87|584,604,401.58
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||461,180,017.63|584,203,782.27
page|131
2.少数股东损益（净亏损以“-”号填列）||-2,216,535.76|400,619.31
六、其他综合收益的税后净额||24,248,635.05|
（一）归属母公司所有者的其他综合收益的税后净额||24,248,635.05|
1．不能重分类进损益的其他综合收益||24,248,635.05|
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动||24,248,635.05|
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益|||
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额|||
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||483,212,116.92|584,604,401.58
（一）归属于母公司所有者的综合收益总额||485,428,652.68|584,203,782.27
（二）归属于少数股东的综合收益总额||-2,216,535.76|400,619.31
八、每股收益：|||
（一）基本每股收益(元/股)||1.0364|1.3128
（二）稀释每股收益(元/股)||1.0279|1.3104
