page|57
项目|附注|2021 年度|2020 年度
一、营业总收入||5,508,197,839.47|4,455,989,703.12
其中：营业收入|五、36|5,508,197,839.47|4,455,989,703.12
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||5,362,387,350.89|4,280,709,243.40
其中：营业成本|五、36|4,927,903,394.46|3,903,298,070.33
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
page|58
税金及附加|五、37|24,365,479.63|22,398,879.79
销售费用|五、38|99,916,723.73|81,605,957.95
管理费用|五、39|135,985,415.94|122,868,236.34
研发费用|五、40|181,118,258.58|168,776,849.82
财务费用|五、41|-6,901,921.45|-18,238,750.83
其中：利息费用||4,188,950.43|4,478,888.43
利息收入||12,548,352.03|24,414,211.65
加：其他收益|五、42|26,516,713.33|19,134,031.20
投资收益（损失以“－”号填列）|五、43|10,189,433.68|12,782,830.81
其中：对联营企业和合营企业的投资收益|||
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|五、44|2,595,565.00|1,133,851.96
信用减值损失（损失以“-”号填列）|五、45|3,831,522.95|-1,313,612.68
资产减值损失（损失以“-”号填列）|五、46|-48,342,220.13|-39,739,171.90
资产处置收益（损失以“－”号填列）|五、47|9,340,600.97|25,530,614.87
三、营业利润（亏损以“－”号填列）||149,942,104.38|192,809,003.98
加：营业外收入|五、48|2,464,751.41|2,884,055.98
减：营业外支出|五、49|1,255,998.87|7,227,722.69
四、利润总额（亏损总额以“－”号填列）||151,150,856.92|188,465,337.27
减：所得税费用|五、50|8,216,882.86|18,043,397.00
五、净利润（净亏损以“－”号填列）||142,933,974.06|170,421,940.27
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||142,933,974.06|170,421,940.27
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||152,104,404.48|172,422,114.63
2.少数股东损益（净亏损以“-”号填列）||-9,170,430.42|-2,000,174.36
六、其他综合收益的税后净额|||
（一）归属母公司所有者的其他综合收益的税后净额|||
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动|||
page|59
额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益|||
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额|||
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||142,933,974.06|170,421,940.27
（一）归属于母公司所有者的综合收益总额||152,104,404.48|172,422,114.63
（二）归属于少数股东的综合收益总额||-9,170,430.42|-2,000,174.36
八、每股收益：|||
（一）基本每股收益(元/股)||0.39|0.47
（二）稀释每股收益(元/股)||0.39|0.47
