page|133
项目|附注|2021 年度|2020 年度
一、营业总收入||828,687,880.94|479,436,312.40
其中：营业收入|七、61|828,687,880.94|479,436,312.40
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||648,279,687.08|374,321,396.62
其中：营业成本|七、61|252,843,203.65|142,127,001.84
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|七、62|8,491,091.18|6,772,319.96
销售费用|七、63|196,309,122.93|113,760,153.00
管理费用|七、64|55,117,875.27|39,561,220.32
研发费用|七、65|134,876,802.74|71,899,383.64
page|134
财务费用|七、66|641,591.31|201,317.86
其中：利息费用||1,626,150.69|830,972.97
利息收入||2,157,309.08|1,206,468.33
加：其他收益|七、67|18,815,563.45|14,875,676.20
投资收益（损失以“－”号填列）|七、68|11,104,879.44|-67,731.06
其中：对联营企业和合营企业的投资收益||1,683,177.41|-280,263.54
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|七、70|21,715,055.08|
信用减值损失（损失以“-”号填列）|七、71|182,555.24|-470,453.34
资产减值损失（损失以“-”号填列）|七、72|-9,741,199.50|-6,879.30
资产处置收益（损失以“－”号填列）|七、73|16,577.26|336.15
三、营业利润（亏损以“－”号填列）||222,501,624.83|119,445,864.43
加：营业外收入|七、74|43,340.50|2,018,371.82
减：营业外支出|七、75|992,205.93|250,247.59
四、利润总额（亏损总额以“－”号填列）||221,552,759.40|121,213,988.66
减：所得税费用|七、76|26,701,687.82|17,019,141.91
五、净利润（净亏损以“－”号填列）||194,851,071.58|104,194,846.75
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||194,851,071.58|104,194,846.75
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||207,921,095.50|110,775,781.09
2.少数股东损益（净亏损以“-”号填列）||-13,070,023.92|-6,580,934.34
六、其他综合收益的税后净额|七、77|17,895,832.81|-8,212.85
（一）归属母公司所有者的其他综合收益的税后净额||17,895,832.81|-8,212.85
page|135
1．不能重分类进损益的其他综合收益||17,915,752.66|
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动||17,915,752.66|
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益||-19,919.85|-8,212.85
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额||-19,919.85|-8,212.85
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||212,746,904.39|104,186,633.90
（一）归属于母公司所有者的综合收益总额||225,816,928.31|110,767,568.24
（二）归属于少数股东的综合收益总额||-13,070,023.92|-6,580,934.34
八、每股收益：|||
（一）基本每股收益(元/股)|十八、2|3.19|2.22
（二）稀释每股收益(元/股)|十八、2|3.17|2.22
