page|68
项目|附注|2021 年度|2020 年度
一、营业总收入||2,880,687,491.71|3,183,051,120.44
其中：营业收入|七、61|2,880,687,491.71|3,183,051,120.44
二、营业总成本||2,861,350,246.36|3,126,547,585.58
其中：营业成本|七、61|1,426,628,737.50|1,849,545,623.66
税金及附加|七、62|155,776,828.11|106,589,320.59
销售费用|七、63|342,597,655.23|306,920,433.55
管理费用|七、64|594,982,742.41|524,752,313.38
研发费用|||
财务费用|七、66|341,364,283.11|338,739,894.40
其中：利息费用||331,937,365.81|355,029,005.77
利息收入||10,127,116.82|35,259,470.36
加：其他收益|七、67|66,727,364.71|17,090,587.45
投资收益（损失以“－”号填列）|七、68|328,718.74|47,102,797.27
其中：对联营企业和合营企业的投资收益||134,793.40|39,554,192.06
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|七、70|1,532,540.00|2,979,002.46
信用减值损失（损失以“-”号填列）|七、71|-12,465,829.83|-10,043,909.01
资产减值损失（损失以“-”号填列）|七、72|-64,582,579.71|-27,087,285.08
资产处置收益（损失以“－”号填列）|七、73|250,007,014.60|5,769,133.77
三、营业利润（亏损以“－”号填列）||260,884,473.86|92,313,861.72
加：营业外收入|七、74|8,794,101.78|112,934,993.26
减：营业外支出|七、75|17,079,469.44|20,917,325.92
四、利润总额（亏损总额以“－”号填列）||252,599,106.20|184,331,529.06
减：所得税费用|七、76|206,181,909.81|99,295,411.05
五、净利润（净亏损以“－”号填列）||46,417,196.39|85,036,118.01
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||46,417,196.39|84,982,515.78
2.终止经营净利润（净亏损以“－”号填列）|||53,602.23
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||45,360,123.66|81,377,064.81
page|69
2.少数股东损益（净亏损以“-”号填列）||1,057,072.73|3,659,053.20
六、其他综合收益的税后净额||-696.92|6,900,000.00
（一）归属母公司所有者的其他综合收益的税后净额||-696.92|6,900,000.00
1．不能重分类进损益的其他综合收益|||6,900,000.00
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||6,900,000.00
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益||-696.92|
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额||-696.92|
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||46,416,499.47|91,936,118.01
（一）归属于母公司所有者的综合收益总额||45,359,426.74|88,277,064.81
（二）归属于少数股东的综合收益总额||1,057,072.73|3,659,053.20
八、每股收益：|||
（一）基本每股收益(元/股)||0.04|0.07
（二）稀释每股收益(元/股)||0.04|0.07
