page|71
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||7,196,160,719.39|6,499,813,957.55
收到的税费返还||1,368,892.32|9,207,260.21
收到其他与经营活动有关的现金|七、78|148,372,277.12|220,492,363.29
经营活动现金流入小计||7,345,901,888.83|6,729,513,581.05
购买商品、接受劳务支付的现金||5,491,982,865.74|5,512,944,930.91
支付给职工及为职工支付的现金||403,072,657.66|340,420,647.12
支付的各项税费||355,220,360.01|331,446,281.29
支付其他与经营活动有关的现金|七、78|517,595,615.29|484,632,934.11
经营活动现金流出小计||6,767,871,498.70|6,669,444,793.43
经营活动产生的现金流量净额||578,030,390.13|60,068,787.62
二、投资活动产生的现金流量：|||
收回投资收到的现金|||6,850,000.00
取得投资收益收到的现金|||7,957,755.44
处置固定资产、无形资产和其他长期资产收回的现金净额||81,131,626.89|289,267.32
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|七、78||5,519,916.80
page|72
投资活动现金流入小计||81,131,626.89|20,616,939.56
购建固定资产、无形资产和其他长期资产支付的现金||80,639,346.94|58,389,401.47
投资支付的现金|||
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计||80,639,346.94|58,389,401.47
投资活动产生的现金流量净额||492,279.95|-37,772,461.91
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||2,360,723,699.54|1,905,448,368.89
收到其他与筹资活动有关的现金|七、78||37,000,000.00
筹资活动现金流入小计||2,360,723,699.54|1,942,448,368.89
偿还债务支付的现金||2,615,979,373.69|1,994,709,095.09
分配股利、利润或偿付利息支付的现金||348,250,104.32|143,424,832.21
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|七、78|76,176,385.87|
筹资活动现金流出小计||3,040,405,863.88|2,138,133,927.30
筹资活动产生的现金流量净额||-679,682,164.34|-195,685,558.41
四、汇率变动对现金及现金等价物的影响||-696.92|
五、现金及现金等价物净增加额||-101,160,191.18|-173,389,232.70
加：期初现金及现金等价物余额||507,072,522.32|680,461,755.02
六、期末现金及现金等价物余额||405,912,331.14|507,072,522.32
