page|95
项目|附注五|本期金额|上期金额
一、营业总收入||20,699,382,624.28|8,215,896,691.46
其中：营业收入|（四十四）|20,699,382,624.28|8,215,896,691.46
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||17,819,274,646.85|8,230,886,523.86
其中：营业成本|（四十四）|15,519,028,815.38|6,786,686,061.47
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|（四十五）|71,738,657.31|49,038,368.32
销售费用|（四十六）|204,621,622.61|218,011,442.51
管理费用|（四十七）|654,122,587.74|505,436,070.79
研发费用|（四十八）|715,632,069.94|392,960,107.28
财务费用|（四十九）|654,130,893.87|278,754,473.49
其中：利息费用||634,339,574.55|294,176,351.42
利息收入||46,929,544.05|39,086,364.55
加：其他收益|（五十）|104,532,863.12|140,883,223.34
投资收益（损失以“-”号填列）|（五十一）|2,389,333,684.47|388,534,387.28
其中：对联营企业和合营企业的投资收益||279,945,900.13|12,316,781.15
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“-”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“-”号填列）|（五十二）|3,639,477.23|3,331,505.28
信用减值损失（损失以“-”号填列）|（五十三）|-266,511,923.72|-129,177,717.79
资产减值损失（损失以“-”号填列）|（五十四）|-388,065,933.59|-75,921,853.98
资产处置收益（损失以“-”号填列）|（五十五）|-24,391,064.01|-3,902,075.09
三、营业利润（亏损以“-”号填列）||4,698,645,080.93|308,757,636.64
加：营业外收入|（五十六）|7,959,128.96|4,571,199.96
减：营业外支出|（五十七）|32,390,877.41|50,475,636.17
四、利润总额（亏损总额以“-”号填列）||4,674,213,332.48|262,853,200.43
减：所得税费用|（五十八）|1,103,886,889.33|57,719,185.81
五、净利润（净亏损以“-”号填列）||3,570,326,443.15|205,134,014.62
（一）按经营持续性分类|||
1．持续经营净利润（净亏损以“-”号填列）||3,570,326,443.15|205,134,014.62
2．终止经营净利润（净亏损以“-”号填列）|||
（二）按所有权归属分类|||
1．归属于母公司股东的净利润（净亏损以“-”号填列）||3,339,696,517.63|138,004,106.09
2．少数股东损益（净亏损以“-”号填列）||230,629,925.52|67,129,908.53
六、其他综合收益的税后净额||-702,999,618.30|-876,637,701.64
归属于母公司所有者的其他综合收益的税后净额||-702,999,618.30|-876,637,701.64
（一）不能重分类进损益的其他综合收益||-705,066,829.78|-876,239,357.47
1．重新计量设定受益计划变动额|||
2．权益法下不能转损益的其他综合收益||-1,313,680.71|-11,748,951.02
3．其他权益工具投资公允价值变动||-703,753,149.07|-864,490,406.45
4．企业自身信用风险公允价值变动|||
（二）将重分类进损益的其他综合收益||2,067,211.48|-398,344.17
1．权益法下可转损益的其他综合收益||2,067,211.48|-398,344.17
2．其他债权投资公允价值变动|||
3．金融资产重分类计入其他综合收益的金额|||
4．其他债权投资信用减值准备|||
5．现金流量套期储备|||
6．外币财务报表折算差额|||
7．其他|||
归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||2,867,326,824.85|-671,503,687.02
归属于母公司所有者的综合收益总额||2,636,696,899.33|-738,633,595.55
归属于少数股东的综合收益总额||230,629,925.52|67,129,908.53
八、每股收益：|（五十九）||
（一）基本每股收益（元/股）||2.04|0.10
（二）稀释每股收益（元/股）||2.04|0.10
