page|107
项目|2021 年度|2020 年度
一、经营活动产生的现金流量：||
销售商品、提供劳务收到的现金|1,894,543,066.26|1,405,544,486.49
客户存款和同业存放款项净增加额||
向中央银行借款净增加额||
向其他金融机构拆入资金净增加额||
收到原保险合同保费取得的现金||
收到再保业务现金净额||
保户储金及投资款净增加额||
收取利息、手续费及佣金的现金||
拆入资金净增加额||
回购业务资金净增加额||
代理买卖证券收到的现金净额||
收到的税费返还|38,115,892.20|25,363,695.46
收到其他与经营活动有关的现金|28,453,981.80|38,548,086.08
经营活动现金流入小计|1,961,112,940.26|1,469,456,268.03
购买商品、接受劳务支付的现金|1,629,619,626.38|1,017,158,151.73
page|108
客户贷款及垫款净增加额||
存放中央银行和同业款项净增加额||
支付原保险合同赔付款项的现金||
拆出资金净增加额||
支付利息、手续费及佣金的现金||
支付保单红利的现金||
支付给职工以及为职工支付的现金|148,827,027.86|100,294,430.03
支付的各项税费|43,993,799.15|64,080,492.12
支付其他与经营活动有关的现金|141,787,700.07|134,447,813.25
经营活动现金流出小计|1,964,228,153.46|1,315,980,887.13
经营活动产生的现金流量净额|-3,115,213.20|153,475,380.90
二、投资活动产生的现金流量：||
收回投资收到的现金|89,081,719.79|38,001,200.00
取得投资收益收到的现金|171,955.56|182,438.29
处置固定资产、无形资产和其他长期资产收回的现金净额|558,494.97|224,523.89
处置子公司及其他营业单位收到的现金净额||
收到其他与投资活动有关的现金||
投资活动现金流入小计|89,812,170.32|38,408,162.18
购建固定资产、无形资产和其他长期资产支付的现金|159,039,972.21|59,845,019.41
投资支付的现金|80,750,001.00|55,684,210.00
质押贷款净增加额||
取得子公司及其他营业单位支付的现金净额||
支付其他与投资活动有关的现金||
投资活动现金流出小计|239,789,973.21|115,529,229.41
投资活动产生的现金流量净额|-149,977,802.89|-77,121,067.23
三、筹资活动产生的现金流量：||
吸收投资收到的现金|719,667,059.79|
其中：子公司吸收少数股东投资收到的现金||
取得借款收到的现金|1,016,532,650.49|859,029,121.01
page|109
收到其他与筹资活动有关的现金||9,917,026.19
筹资活动现金流入小计|1,736,199,710.28|868,946,147.20
偿还债务支付的现金|819,823,082.58|886,990,000.00
分配股利、利润或偿付利息支付的现金|43,480,910.43|27,714,207.52
其中：子公司支付给少数股东的股利、利润||
支付其他与筹资活动有关的现金|38,813,295.17|26,742,000.00
筹资活动现金流出小计|902,117,288.18|941,446,207.52
筹资活动产生的现金流量净额|834,082,422.10|-72,500,060.32
四、汇率变动对现金及现金等价物的影响|-333,234.49|-1,682,968.67
五、现金及现金等价物净增加额|680,656,171.52|2,171,284.68
加：期初现金及现金等价物余额|151,409,966.57|149,238,681.89
六、期末现金及现金等价物余额|832,066,138.09|151,409,966.57
