page|70
债权投资|注释 8||28,177,623.04
其他债权投资|||
长期应收款|注释 9|32,993,825.93|737,001.89
长期股权投资|注释 10||
||2,248,760,046.20|2,085,430,631.72
其他权益工具投资|注释 11||
||198,700,000.00|198,700,000.00
其他非流动金融资产|注释 12||
||354,042,367.21|332,500,000.00
投资性房地产|||
固定资产|注释 13||
||9,140,065,979.62|9,873,625,632.53
在建工程|注释 14||
||413,500,630.04|407,696,496.64
生产性生物资产|||
油气资产|||
使用权资产|||
无形资产|注释 15|621,635,210.87|603,017,251.46
开发支出|||
page|71
商誉|||
长期待摊费用|注释 16||
||30,820,322.62|39,805,499.62
递延所得税资产|注释 17||
||30,351,150.80|40,358,112.57
其他非流动资产|注释 18||
||314,561,052.03|639,470,871.23
非流动资产合计||13,385,430,585.32|14,249,519,120.70
资产总计||19,303,083,183.36|18,986,191,019.39
流动负债：|||
短期借款|注释 19|477,130,444.46|50,000,000.00
向中央银行借款|||
拆入资金|||
交易性金融负债|||
衍生金融负债|||
应付票据|||
应付账款|注释 20|513,902,171.47|483,286,085.24
预收款项|||
合同负债|||
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬|注释 21||
||110,480,000.00|24,730,000.00
应交税费|注释 22||
||438,930,795.24|184,189,496.54
其他应付款|注释 23||
||726,076,296.03|1,002,907,276.50
其中：应付利息|||39,988,933.24
应付股利|||
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债|注释 24|736,253,354.81|1,696,091,003.41
其他流动负债|||
流动负债合计||3,002,773,062.01|3,441,203,861.69
非流动负债：|||
保险合同准备金|||
长期借款|注释 25||
||5,380,796,000.00|5,670,246,000.00
应付债券|注释 26||
|||350,003,947.27
其中：优先股|||
永续债|||
租赁负债|||
长期应付款|||
长期应付职工薪酬|||
预计负债|||
递延收益|注释 27||
||18,358,746.10|21,994,855.12
递延所得税负债|注释 17||
|||1,236,395.73
其他非流动负债|||
page|72
非流动负债合计||5,399,154,746.10|6,043,481,198.12
负债合计||8,401,927,808.11|9,484,685,059.81
所有者权益：|||
股本|注释 28|2,175,887,862.00|2,175,887,862.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积|注释 29|2,937,459,145.98|2,937,459,145.98
减：库存股|||
其他综合收益|注释 30|-14,623,560.99|-30,121,165.44
专项储备|||
盈余公积|注释 31|1,029,967,234.21|968,908,092.24
一般风险准备|||
未分配利润|注释 32|4,769,675,128.38|3,448,049,739.94
归属于母公司所有者权益合计||10,898,365,809.58|9,500,183,674.72
少数股东权益||1,323,444.66|1,322,284.86
所有者权益合计||10,899,689,254.24|9,501,505,959.58
负债和所有者权益总计||19,301,617,062.35|18,986,191,019.39
