page|94
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||78,764,734|59,645,469
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||947,885|421,381
收到其他与经营活动有关的现金|七、65|1,026,832|1,214,252
经营活动现金流入小计||80,739,451|61,281,102
购买商品、接受劳务支付的现金||51,971,762|38,746,040
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||5,373,885|4,640,722
支付的各项税费||3,879,035|2,720,839
支付其他与经营活动有关的现金|七、65|6,249,394|4,646,602
经营活动现金流出小计||67,474,076|50,754,203
page|95
项目|附注|2019年度|2018年度
经营活动产生的现金流量净额||13,265,375|10,526,899
二、投资活动产生的现金流量：|||
收回投资收到的现金||14,254,336|2,192,361
取得投资收益收到的现金||756,154|506,033
处置固定资产、无形资产和其他长期资产收回的现金净额||197,468|377,041
处置子公司及其他营业单位收到的现金净额||153,237|310,678
收到其他与投资活动有关的现金|七、65|521,151|
投资活动现金流入小计||15,882,346|3,386,113
购建固定资产、无形资产和其他长期资产支付的现金||2,354,634|1,380,223
投资支付的现金||24,297,616|12,477,753
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|七、65|1,210,976|293,284
投资活动现金流出小计||27,863,226|14,151,260
投资活动产生的现金流量净额||-11,980,880|-10,765,147
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||427,744|537,728
其中：子公司吸收少数股东投资收到的现金||32,533|10,429
取得借款收到的现金||15,749,742|9,526,914
收到其他与筹资活动有关的现金|七、65|988,532|442,098
筹资活动现金流入小计||17,166,018|10,506,740
偿还债务支付的现金||13,993,935|7,942,652
分配股利、利润或偿付利息支付的现金||2,883,278|1,732,813
其中：子公司支付给少数股东的股利、利润||127,126|50,952
支付其他与筹资活动有关的现金|七、65|1,439,534|4,343
筹资活动现金流出小计||18,316,747|9,679,808
筹资活动产生的现金流量净额||-1,150,729|826,932
四、汇率变动对现金及现金等价物的影响||-3,177|6,426
五、现金及现金等价物净增加额||130,589|595,110
加：期初现金及现金等价物余额||4,320,889|3,725,779
六、期末现金及现金等价物余额||4,451,478|4,320,889
