page|74
项目|2019 年度|2018 年度
一、经营活动产生的现金流量：||
销售商品、提供劳务收到的现金|394,493,950.33|461,537,133.98
客户存款和同业存放款项净增加额||
向中央银行借款净增加额||
向其他金融机构拆入资金净增加额||
收到原保险合同保费取得的现金|14,225,990.99|14,079,330.41
收到再保业务现金净额||
保户储金及投资款净增加额||
收取利息、手续费及佣金的现金||
拆入资金净增加额||
回购业务资金净增加额||
代理买卖证券收到的现金净额||
收到的税费返还|171.37|17,736.08
收到其他与经营活动有关的现金|262,024,825.17|149,239,091.96
经营活动现金流入小计|670,744,937.86|624,873,292.43
购买商品、接受劳务支付的现金|247,607,684.26|303,225,172.22
客户贷款及垫款净增加额||
存放中央银行和同业款项净增加额||
支付原保险合同赔付款项的现金|20,537,828.04|1,015,424.99
拆出资金净增加额||
支付利息、手续费及佣金的现金||
支付保单红利的现金||
支付给职工以及为职工支付的现金|66,640,893.44|74,228,199.39
支付的各项税费|25,988,624.47|15,009,960.98
支付其他与经营活动有关的现金|215,119,790.80|268,377,894.32
page|75
经营活动现金流出小计|575,894,821.01|661,856,651.90
经营活动产生的现金流量净额|94,850,116.85|-36,983,359.47
二、投资活动产生的现金流量：||
收回投资收到的现金||
取得投资收益收到的现金|294,297.85|
处置固定资产、无形资产和其他长期资产收回的现金净额|315,180.00|14,407.26
处置子公司及其他营业单位收到的现金净额||
收到其他与投资活动有关的现金|18,980.21|
投资活动现金流入小计|628,458.06|14,407.26
购建固定资产、无形资产和其他长期资产支付的现金|368,690.96|1,579,175.90
投资支付的现金|34,606,500.00|
质押贷款净增加额||
取得子公司及其他营业单位支付的现金净额||
支付其他与投资活动有关的现金||
投资活动现金流出小计|34,975,190.96|1,579,175.90
投资活动产生的现金流量净额|-34,346,732.90|-1,564,768.64
三、筹资活动产生的现金流量：||
吸收投资收到的现金|6,139,600.00|
其中：子公司吸收少数股东投资收到的现金|6,139,600.00|
取得借款收到的现金|43,469,162.10|46,546,744.50
收到其他与筹资活动有关的现金||
筹资活动现金流入小计|49,608,762.10|46,546,744.50
偿还债务支付的现金|44,153,916.62|42,619,844.82
分配股利、利润或偿付利息支付的现金|12,902,687.75|12,857,328.18
其中：子公司支付给少数股东的股利、利润||
支付其他与筹资活动有关的现金||500,000.00
筹资活动现金流出小计|57,056,604.37|55,977,173.00
筹资活动产生的现金流量净额|-7,447,842.27|-9,430,428.50
四、汇率变动对现金及现金等价物的|-22,047.45|40,941.30
page|76
影响||
五、现金及现金等价物净增加额|53,033,494.23|-47,937,615.31
加：期初现金及现金等价物余额|766,575,028.27|814,512,643.58
六、期末现金及现金等价物余额|819,608,522.50|766,575,028.27
