page|92
项目|2019 年 12 月 31 日|2018 年 12 月 31 日
流动资产：||
货币资金|680,455,481.83|715,164,041.94
结算备付金||
拆出资金||
交易性金融资产||
以公允价值计量且其变动计入当期损益的金融资产||
衍生金融资产||
应收票据|334,175,080.00|335,216,654.00
应收账款|314,547,616.16|432,487,939.05
应收款项融资||
预付款项|248,381,350.38|221,005,693.99
应收保费||
应收分保账款||
应收分保合同准备金||
其他应收款|103,319,206.28|118,345,627.32
其中：应收利息||
应收股利||
买入返售金融资产||
存货|688,427,396.43|721,604,178.88
合同资产||
持有待售资产||
一年内到期的非流动资产||
其他流动资产|99,876,193.87|112,909,789.46
流动资产合计|2,469,182,324.95|2,656,733,924.64
非流动资产：||
发放贷款和垫款||
page|93
债权投资||
可供出售金融资产||61,611,243.28
其他债权投资||
持有至到期投资||
长期应收款|3,390,000.00|3,000,000.00
长期股权投资||
其他权益工具投资||
其他非流动金融资产|220,090,881.00|
投资性房地产||
固定资产|1,734,973,316.60|1,598,758,733.30
在建工程||27,905,203.03
生产性生物资产||
油气资产||
使用权资产||
无形资产|489,713,716.10|566,505,265.09
开发支出||
商誉||60,258,529.22
长期待摊费用|402,759,402.11|435,400,186.54
递延所得税资产|4,606,827.03|26,196,121.91
其他非流动资产|17,245,976.56|379,846,622.55
非流动资产合计|2,872,780,119.40|3,159,481,904.92
资产总计|5,341,962,444.35|5,816,215,829.56
流动负债：||
短期借款|2,310,100,000.00|2,880,000,000.00
向中央银行借款||
拆入资金||
交易性金融负债||
以公允价值计量且其变动计入当期损益的金融负债||
衍生金融负债||
应付票据||
应付账款|594,281,219.91|758,085,234.69
预收款项|102,314,341.60|64,616,129.70
合同负债||
page|94
卖出回购金融资产款||
吸收存款及同业存放||
代理买卖证券款||
代理承销证券款||
应付职工薪酬|13,286,779.22|15,693,754.17
应交税费|50,682,981.31|27,126,370.52
其他应付款|625,506,664.39|180,633,458.37
其中：应付利息|8,298,276.66|12,717,411.92
应付股利||
应付手续费及佣金||
应付分保账款||
持有待售负债||
一年内到期的非流动负债|910,275,461.60|510,431,144.78
其他流动负债||337,881.65
流动负债合计|4,606,447,448.03|4,436,923,973.88
非流动负债：||
保险合同准备金||
长期借款|216,500,000.00|174,000,000.00
应付债券||794,594,165.20
其中：优先股||
永续债||
租赁负债||
长期应付款|4,219,850.73|57,858,856.72
长期应付职工薪酬||
预计负债|21,221,532.68|13,872,508.79
递延收益|346,101,493.31|299,730,419.12
递延所得税负债|942,991.01|5,927,621.92
其他非流动负债||
非流动负债合计|588,985,867.73|1,345,983,571.75
负债合计|5,195,433,315.76|5,782,907,545.63
所有者权益：||
股本|324,080,937.00|324,080,937.00
其他权益工具||
其中：优先股||
page|95
永续债||
资本公积|1,441,240,593.53|1,440,137,373.08
减：库存股||
其他综合收益||
专项储备||
盈余公积|151,055,131.19|151,055,131.19
一般风险准备||
未分配利润|-1,845,385,659.42|-1,877,276,817.91
归属于母公司所有者权益合计|70,991,002.30|37,996,623.36
少数股东权益|75,538,126.29|-4,688,339.43
所有者权益合计|146,529,128.59|33,308,283.93
负债和所有者权益总计|5,341,962,444.35|5,816,215,829.56
