page|47
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||76,682,061.34|66,778,740.77
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||6,643.03|
收到其他与经营活动有关的现金||17,569,553.35|27,181,328.08
经营活动现金流入小计||94,258,257.72|93,960,068.85
购买商品、接受劳务支付的现金||19,970,939.16|20,530,333.28
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||4,830,802.38|3,812,398.46
支付的各项税费||771,653.47|1,601,855.03
支付其他与经营活动有关的现金||24,011,157.59|28,048,653.34
经营活动现金流出小计||49,584,552.60|53,993,240.11
经营活动产生的现金流量净额||44,673,705.12|39,966,828.74
二、投资活动产生的现金流量：|||
收回投资收到的现金||102,500,000.00|13,000,000.00
取得投资收益收到的现金||188,023.20|152,794.52
处置固定资产、无形资产和其他长期资产收回的现金净额||1,350,000.00|
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||
投资活动现金流入小计||104,038,023.20|13,152,794.52
page|48
购建固定资产、无形资产和其他长期资产支付的现金||2,374,003.93|1,877,773.07
投资支付的现金||102,500,000.00|3,000,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计||104,874,003.93|4,877,773.07
投资活动产生的现金流量净额||-835,980.73|8,275,021.45
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||47,422,777.78|51,377,762.52
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||47,422,777.78|51,377,762.52
偿还债务支付的现金||63,082,833.38|90,755,781.79
分配股利、利润或偿付利息支付的现金||25,592,420.97|27,286,610.69
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金||1,631,346.46|2,262,407.19
筹资活动现金流出小计||90,306,600.81|120,304,799.67
筹资活动产生的现金流量净额||-42,883,823.03|-68,927,037.15
四、汇率变动对现金及现金等价物的影响||-0.55|-1.68
五、现金及现金等价物净增加额||953,900.81|-20,685,188.64
加：期初现金及现金等价物余额||34,616,703.75|55,301,892.39
六、期末现金及现金等价物余额||35,570,604.56|34,616,703.75
