page|39
项目|附注|2019 年 12 月 31 日|2018 年 12 月 31 日
流动资产：|||
货币资金||36,087,804.56|34,616,703.75
结算备付金|||
拆出资金|||
交易性金融资产|||
以公允价值计量且其变动计入当期损益的金融资产|||
衍生金融资产|||
应收票据|||2,779,884.50
应收账款||177,979,680.07|142,120,203.34
应收款项融资||7,800,000.00|
预付款项||27,800.00|3,700.00
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款||355,716.79|405,720.73
其中：应收利息|||
应收股利|||
买入返售金融资产|||
存货|||
合同资产|||
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产||9,561,682.80|23,034,770.68
流动资产合计||231,812,684.22|202,960,983.00
非流动资产：|||
发放贷款和垫款|||
债权投资|||
可供出售金融资产|||
其他债权投资|||
持有至到期投资|||
长期应收款|||
长期股权投资||283,265,588.84|263,840,849.86
其他权益工具投资|||
其他非流动金融资产|||
投资性房地产|||
固定资产||472,301,711.35|503,777,713.66
在建工程|||1,590,291.18
生产性生物资产|||
油气资产|||
使用权资产|||
无形资产||5,793,199.05|5,832,098.12
page|40
开发支出|||
商誉||718,214.87|718,214.87
长期待摊费用||22,647,600.00|27,320,800.00
递延所得税资产||1,175,510.91|960,877.93
其他非流动资产|||
非流动资产合计||785,901,825.02|804,040,845.62
资产总计||1,017,714,509.24|1,007,001,828.62
流动负债：|||
短期借款||47,422,777.78|52,682,833.38
向中央银行借款|||
拆入资金|||
交易性金融负债|||
以公允价值计量且其变动计入当期损益的金融负债|||
衍生金融负债|||
应付票据|||
应付账款||2,988,605.10|3,923,215.10
预收款项|||
合同负债|||
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬||38,365.00|46,889.20
应交税费||1,224,268.14|25,732.61
其他应付款||6,261,600.30|5,565,349.65
其中：应付利息||1,573,695.89|865,254.15
应付股利||3,568,649.00|3,568,649.00
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债||59,600,000.00|34,000,000.00
其他流动负债||450,000.00|370,000.00
流动负债合计||117,985,616.32|96,614,019.94
非流动负债：|||
保险合同准备金|||
长期借款||422,860,000.00|458,860,000.00
应付债券|||
其中：优先股|||
永续债|||
租赁负债|||
长期应付款|||
长期应付职工薪酬|||
预计负债|||
递延收益|||
递延所得税负债|||
其他非流动负债|||
非流动负债合计||422,860,000.00|458,860,000.00
page|41
负债合计||540,845,616.32|555,474,019.94
所有者权益（或股东权益）：|||
实收资本（或股本）||349,000,000.00|349,000,000.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积||194,547,992.05|194,547,992.05
减：库存股|||
其他综合收益|||
专项储备|||
盈余公积|||
一般风险准备|||
未分配利润||-67,445,869.63|-92,742,861.49
归属于母公司所有者权益（或股东权益）合计||476,102,122.42|450,805,130.56
少数股东权益||766,770.50|722,678.12
所有者权益（或股东权益）合计||476,868,892.92|451,527,808.68
负债和所有者权益（或股东权益）总计||1,017,714,509.24|1,007,001,828.62
