page|109
项目|2021 年度|2020 年度
一、营业总收入|930,830,593.59|850,157,066.39
其中：营业收入|930,830,593.59|850,157,066.39
利息收入||
已赚保费||
手续费及佣金收入||
二、营业总成本|1,392,498,320.57|1,297,084,929.10
其中：营业成本|418,037,840.21|357,671,621.49
page|110
利息支出||
手续费及佣金支出||
退保金||
赔付支出净额||
提取保险责任合同准备金净额||
保单红利支出||
分保费用||
税金及附加|2,667,978.71|2,066,776.04
销售费用|508,324,892.20|516,168,754.38
管理费用|342,662,006.89|331,533,314.34
研发费用|70,335,495.10|62,277,356.97
财务费用|50,470,107.46|27,367,105.88
其中：利息费用|29,892,020.59|26,785,053.66
利息收入|398,659.98|785,839.09
加：其他收益|2,460,321.13|12,801,630.73
投资收益（损失以“－”号填列）|-333,430.39|-356,066.52
其中：对联营企业和合营企业的投资收益|1,018,050.41|-1,083,749.96
以摊余成本计量的金融资产终止确认收益||
汇兑收益（损失以“-”号填列）||
净敞口套期收益（损失以“－”号填列）||
公允价值变动收益（损失以“－”号填列）|185.75|
信用减值损失（损失以“-”号填列）|6,359,727.38|1,662,479.61
资产减值损失（损失以“-”号填列）|-56,246,413.56|-372,853,915.56
资产处置收益（损失以“-”号填列）|29,114,150.80|1,494,674.64
三、营业利润（亏损以“－”号填列）|-480,313,185.87|-804,179,059.81
加：营业外收入|378,529.44|97,194.38
page|111
减：营业外支出|21,704,708.69|22,827,324.19
四、利润总额（亏损总额以“－”号填列）|-501,639,365.12|-826,909,189.62
减：所得税费用|-39,964,443.07|-40,785,111.49
五、净利润（净亏损以“－”号填列）|-461,674,922.05|-786,124,078.13
（一）按经营持续性分类||
1.持续经营净利润（净亏损以“－”号填列）|-461,674,922.05|-786,124,078.13
2.终止经营净利润（净亏损以“－”号填列）||
（二）按所有权归属分类||
1.归属于母公司股东的净利润|-460,769,499.38|-765,718,840.33
2.少数股东损益|-905,422.67|-20,405,237.80
六、其他综合收益的税后净额|-13,429,199.46|-1,316,878.88
归属母公司所有者的其他综合收益的税后净额|-13,429,199.46|-1,316,878.88
（一）不能重分类进损益的其他综合收益|-12,844,467.93|
1.重新计量设定受益计划变动额||
2.权益法下不能转损益的其他综合收益||
3.其他权益工具投资公允价值变动|-12,844,467.93|
4.企业自身信用风险公允价值变动||
5.其他||
（二）将重分类进损益的其他综合收益|-584,731.53|-1,316,878.88
1.权益法下可转损益的其他综合收益||
2.其他债权投资公允价值变动||
3.金融资产重分类计入其他综合收益的金额||
4.其他债权投资信用减值准备||
page|112
5.现金流量套期储备||
6.外币财务报表折算差额|-584,731.53|-1,316,878.88
7.其他||
归属于少数股东的其他综合收益的税后净额||
七、综合收益总额|-475,104,121.51|-787,440,957.01
归属于母公司所有者的综合收益总额|-474,198,698.84|-767,035,719.21
归属于少数股东的综合收益总额|-905,422.67|-20,405,237.80
八、每股收益：||
（一）基本每股收益|-1.36|-2.25
（二）稀释每股收益|-1.36|-2.25
