page|95
项目|2019 年 12 月 31 日|2018 年 12 月 31 日
流动资产：||
货币资金|181,508,384.74|334,835,199.53
结算备付金||
拆出资金||
交易性金融资产||
以公允价值计量且其变动计入当期损益的金融资产||120,778,740.55
衍生金融资产||
应收票据|133,316,100.55|95,208,018.03
应收账款|755,601,946.72|855,695,159.41
应收款项融资|8,353,048.70|
预付款项|24,963,325.79|13,783,055.36
应收保费||
应收分保账款||
应收分保合同准备金||
其他应收款|19,257,144.12|17,549,324.91
其中：应收利息||
应收股利||
买入返售金融资产||
存货|416,864,033.71|424,910,653.04
合同资产||
持有待售资产||
一年内到期的非流动资产||
其他流动资产|39,430,726.52|10,730,980.41
流动资产合计|1,579,294,710.85|1,873,491,131.24
非流动资产：||
发放贷款和垫款||
page|96
债权投资||
可供出售金融资产||
其他债权投资||
持有至到期投资||
长期应收款|2,726,940.76|
长期股权投资||
其他权益工具投资||
其他非流动金融资产||
投资性房地产|42,404,062.26|
固定资产|307,544,555.57|152,822,615.50
在建工程|83,459,709.92|177,643,774.84
生产性生物资产||
油气资产||
使用权资产||
无形资产|77,805,768.01|89,559,194.20
开发支出||
商誉|253,402,022.66|862,503,602.43
长期待摊费用|14,640,166.60|9,587,400.18
递延所得税资产|28,125,901.78|17,440,410.85
其他非流动资产|35,708,117.83|24,849,048.77
非流动资产合计|845,817,245.39|1,334,406,046.77
资产总计|2,425,111,956.24|3,207,897,178.01
流动负债：||
短期借款|265,185,733.46|280,687,189.50
向中央银行借款||
拆入资金||
交易性金融负债||
以公允价值计量且其变动计入当期损益的金融负债||30,165,297.60
衍生金融负债||
应付票据|179,733,139.27|189,065,860.54
应付账款|433,934,979.74|359,410,603.27
预收款项|91,448,133.53|32,010,322.76
合同负债||
page|97
卖出回购金融资产款||
吸收存款及同业存放||
代理买卖证券款||
代理承销证券款||
应付职工薪酬|23,219,275.54|22,789,030.33
应交税费|15,435,096.38|26,464,147.14
其他应付款|152,297,428.38|111,414,158.35
其中：应付利息||1,420,798.56
应付股利|1,052,000.00|
应付手续费及佣金||
应付分保账款||
持有待售负债||
一年内到期的非流动负债|29,200,718.40|1,841,554.53
其他流动负债|92,331,143.73|
流动负债合计|1,282,785,648.43|1,053,848,164.02
非流动负债：||
保险合同准备金||
长期借款|114,306,475.23|84,000,000.00
应付债券||
其中：优先股||
永续债||
租赁负债||
长期应付款|38,672,499.04|
长期应付职工薪酬||
预计负债||
递延收益|7,258,367.43|9,705,467.48
递延所得税负债|3,067,340.08|21,702,093.78
其他非流动负债|29,000,000.00|
非流动负债合计|192,304,681.78|115,407,561.26
负债合计|1,475,090,330.21|1,169,255,725.28
所有者权益：||
股本|381,290,226.00|196,025,823.00
其他权益工具||
其中：优先股||
page|98
永续债||
资本公积|1,202,337,101.99|1,369,512,421.30
减：库存股|101,840,856.48|
其他综合收益|975,269.92|443,254.29
专项储备||
盈余公积|33,809,196.24|33,809,196.24
一般风险准备||
未分配利润|-577,270,818.47|428,884,787.95
归属于母公司所有者权益合计|939,300,119.20|2,028,675,482.78
少数股东权益|10,721,506.83|9,965,969.95
所有者权益合计|950,021,626.03|2,038,641,452.73
负债和所有者权益总计|2,425,111,956.24|3,207,897,178.01
