page|107
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||4,315,578,047.64|4,171,998,851.98
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
page|108
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||6,421,147.47|4,435,596.20
收到其他与经营活动有关的现金||57,697,347.26|72,098,229.13
经营活动现金流入小计||4,379,696,542.37|4,248,532,677.31
购买商品、接受劳务支付的现金||2,368,329,743.50|2,917,395,693.45
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||181,257,633.58|154,939,882.63
支付的各项税费||378,175,395.15|396,947,576.09
支付其他与经营活动有关的现金||39,688,114.02|38,134,496.01
经营活动现金流出小计||2,967,450,886.25|3,507,417,648.18
经营活动产生的现金流量净额||1,412,245,656.12|741,115,029.13
二、投资活动产生的现金流量：|||
收回投资收到的现金||397,423,777.65|1,371,738,861.06
取得投资收益收到的现金||5,274,720.00|4,580,800.00
处置固定资产、无形资产和其他长期资产收回的现金净额||718,955.44|3,139,007.67
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||
投资活动现金流入小计||403,417,453.09|1,379,458,668.73
购建固定资产、无形资产和其他长期资产支付的现金||501,043,321.82|335,908,479.49
投资支付的现金||395,000,000.00|1,360,000,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额||35,672,265.27|47,413,245.25
page|109
支付其他与投资活动有关的现金|||30,000,000.00
投资活动现金流出小计||931,715,587.09|1,773,321,724.74
投资活动产生的现金流量净额||-528,298,134.00|-393,863,056.01
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||11,204,000.00|948,091.00
其中：子公司吸收少数股东投资收到的现金||7,704,000.00|948,091.00
取得借款收到的现金||857,381,809.57|924,228,169.32
收到其他与筹资活动有关的现金|||63,180,471.94
筹资活动现金流入小计||868,585,809.57|988,356,732.26
偿还债务支付的现金||939,052,798.26|869,692,809.35
分配股利、利润或偿付利息支付的现金||437,253,289.55|503,916,311.96
其中：子公司支付给少数股东的股利、利润||2,450,000.00|2,352,000.00
支付其他与筹资活动有关的现金||404,250,083.32|713,114,362.75
筹资活动现金流出小计||1,780,556,171.13|2,086,723,484.06
筹资活动产生的现金流量净额||-911,970,361.56|-1,098,366,751.80
四、汇率变动对现金及现金等价物的影响||4,615,768.98|4,808,127.83
五、现金及现金等价物净增加额||-23,407,070.46|-746,306,650.85
加：期初现金及现金等价物余额||685,795,207.26|1,432,101,858.11
六、期末现金及现金等价物余额||662,388,136.80|685,795,207.26
