page|89
项目|附注|2020 年度|2019 年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||8,341,697,592.79|6,819,489,539.58
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||15,614,356.98|21,288,188.66
收到其他与经营活动有关的现金|七、78（1）|159,352,611.08|112,275,673.68
经营活动现金流入小计||8,516,664,560.85|6,953,053,401.92
购买商品、接受劳务支付的现金||3,488,889,258.61|3,188,626,289.81
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||883,719,209.43|775,301,883.57
支付的各项税费||783,887,605.07|717,903,300.40
支付其他与经营活动有关的现金|七、78（2）|242,269,074.02|253,912,789.03
经营活动现金流出小计||5,398,765,147.13|4,935,744,262.81
经营活动产生的现金流量净额||3,117,899,413.72|2,017,309,139.11
二、投资活动产生的现金流量：|||
收回投资收到的现金|||9,000,000.00
取得投资收益收到的现金||10,645,542.48|
处置固定资产、无形资产和其他长期资产收回的现金净额||10,598,709.80|10,637,392.38
处置子公司及其他营业单位收到的现金净额||3,000,000.00|212,832.80
收到其他与投资活动有关的现金|七、78（3）|85,217,972.78|58,126,073.86
投资活动现金流入小计||109,462,225.06|77,976,299.04
购建固定资产、无形资产和其他长期资产支付的现金||1,151,518,034.03|724,715,678.38
投资支付的现金|||
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|七、78（4）|78,118,174.46|255,200,355.49
投资活动现金流出小计||1,229,636,208.49|979,916,033.87
投资活动产生的现金流量净额||-1,120,173,983.43|-901,939,734.83
page|90
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||66,440,000.00|13,015,950.00
其中：子公司吸收少数股东投资收到的现金||66,440,000.00|
取得借款收到的现金||2,868,559,308.81|2,438,014,983.77
收到其他与筹资活动有关的现金|七、78（5）|122,341,731.93|17,626,506.03
筹资活动现金流入小计||3,057,341,040.74|2,468,657,439.80
偿还债务支付的现金||3,154,555,275.94|2,486,122,208.16
分配股利、利润或偿付利息支付的现金||932,689,034.65|935,364,897.54
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|七、78（6）|568,831,332.59|98,234,887.29
筹资活动现金流出小计||4,656,075,643.18|3,519,721,992.99
筹资活动产生的现金流量净额||-1,598,734,602.44|-1,051,064,553.19
四、汇率变动对现金及现金等价物的影响||3,367,059.17|-2,494,156.58
五、现金及现金等价物净增加额||402,357,887.02|61,810,694.51
加：期初现金及现金等价物余额||438,543,905.27|376,733,210.76
六、期末现金及现金等价物余额||840,901,792.29|438,543,905.27
