page|148
项目|2020 年度|2019 年度
一、经营活动产生的现金流量：||
销售商品、提供劳务收到的现金|1,181,003,743.00|1,251,245,578.17
客户存款和同业存放款项净增加额||
向中央银行借款净增加额||
向其他金融机构拆入资金净增加额||
收到原保险合同保费取得的现金||
收到再保业务现金净额||
保户储金及投资款净增加额||
收取利息、手续费及佣金的现金||
拆入资金净增加额||
回购业务资金净增加额||
代理买卖证券收到的现金净额||
收到的税费返还|37,858,484.38|15,970,410.89
收到其他与经营活动有关的现金|29,140,442.95|46,838,773.10
经营活动现金流入小计|1,248,002,670.33|1,314,054,762.16
page|149
购买商品、接受劳务支付的现金|473,417,333.97|555,923,613.01
客户贷款及垫款净增加额||
存放中央银行和同业款项净增加额||
支付原保险合同赔付款项的现金||
拆出资金净增加额||
支付利息、手续费及佣金的现金||
支付保单红利的现金||
支付给职工以及为职工支付的现金|244,226,612.42|254,176,350.79
支付的各项税费|123,015,470.15|119,499,715.49
支付其他与经营活动有关的现金|203,425,135.91|206,688,611.19
经营活动现金流出小计|1,044,084,552.45|1,136,288,290.48
经营活动产生的现金流量净额|203,918,117.88|177,766,471.68
二、投资活动产生的现金流量：||
收回投资收到的现金|375,954,382.24|127,064,345.29
取得投资收益收到的现金|32,082,437.80|31,972,766.99
处置固定资产、无形资产和其他长期资产收回的现金净额|3,554,613.49|111,324,404.39
处置子公司及其他营业单位收到的现金净额|78,857,978.55|999.00
收到其他与投资活动有关的现金||
投资活动现金流入小计|490,449,412.08|270,362,515.67
购建固定资产、无形资产和其他长期资产支付的现金|826,674,026.13|212,128,834.40
投资支付的现金|334,100,000.00|160,480,000.00
质押贷款净增加额||
取得子公司及其他营业单位支付的现金净额||
支付其他与投资活动有关的现金||323,648.74
投资活动现金流出小计|1,160,774,026.13|372,932,483.14
page|150
投资活动产生的现金流量净额|-670,324,614.05|-102,569,967.47
三、筹资活动产生的现金流量：||
吸收投资收到的现金|325,000,000.00|800,000.00
其中：子公司吸收少数股东投资收到的现金|325,000,000.00|
取得借款收到的现金|969,281,827.41|527,606,692.94
收到其他与筹资活动有关的现金|5,855,400.00|
筹资活动现金流入小计|1,300,137,227.41|528,406,692.94
偿还债务支付的现金|676,043,172.14|560,202,564.63
分配股利、利润或偿付利息支付的现金|40,126,013.46|81,712,976.56
其中：子公司支付给少数股东的股利、利润|2,030,000.00|25,456,014.21
支付其他与筹资活动有关的现金|14,993,944.51|4,202,220.20
筹资活动现金流出小计|731,163,130.11|646,117,761.39
筹资活动产生的现金流量净额|568,974,097.30|-117,711,068.45
四、汇率变动对现金及现金等价物的影响|-2,232,021.92|360,189.59
五、现金及现金等价物净增加额|100,335,579.21|-42,154,374.65
加：期初现金及现金等价物余额|397,880,706.59|440,035,081.24
六、期末现金及现金等价物余额|498,216,285.80|397,880,706.59
