page|74
项目|附注|2019 年 12 月 31 日|2018 年 12 月 31 日
流动资产：|||
货币资金||21,325,042,578.37|18,774,468,260.66
结算备付金|||
拆出资金|||
交易性金融资产||1,015,278,286.73|1,034,558,112.73
以公允价值计量且其变动计入当期损益的金融资产|||
衍生金融资产|||
应收票据||5,202,609,351.30|10,720,555,717.69
应收账款||8,001,473,532.63|7,440,085,450.85
应收款项融资||501,846,392.39|505,226,096.81
预付款项||1,524,225,471.45|2,008,371,750.64
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款||9,067,357,777.42|9,941,619,578.19
page|75
其中：应收利息||51,443,013.93|1,301,741.00
应收股利||35,675,560.20|53,071,936.52
买入返售金融资产|||
存货||121,531,025,336.50|114,912,793,681.36
合同资产||42,952,083.21|-
持有待售资产||-|109,534,153.31
一年内到期的非流动资产|||
其他流动资产||6,284,046,698.11|3,710,725,422.82
流动资产合计||174,495,857,508.11|169,157,938,225.06
非流动资产：|||
发放贷款和垫款|||
债权投资||206,933,697.53|-
可供出售金融资产|||
其他债权投资|||
持有至到期投资|||
长期应收款||1,021,971,024.22|802,351,921.55
长期股权投资||3,988,531,537.26|3,036,757,009.85
其他权益工具投资||382,047,682.07|396,187,115.71
其他非流动金融资产||-|214,980,000.00
投资性房地产||29,632,244,749.53|21,327,245,245.17
固定资产||44,512,207,458.24|44,692,772,001.56
在建工程||2,279,231,800.75|2,929,675,428.99
生产性生物资产|||
油气资产|||
使用权资产||589,176,549.64|-
无形资产||16,625,761,408.49|16,691,754,296.12
开发支出|||
商誉||2,591,468,983.05|2,740,287,649.80
长期待摊费用||1,276,284,193.48|1,242,705,854.17
递延所得税资产||3,988,640,507.00|3,454,590,218.09
其他非流动资产||533,398,608.96|1,588,846,733.06
非流动资产合计||107,627,898,200.22|99,118,153,474.07
资产总计||282,123,755,708.33|268,276,091,699.13
流动负债：|||
短期借款||37,217,682,474.50|39,880,392,209.57
向中央银行借款|||
拆入资金|||
交易性金融负债|||
以公允价值计量且其变动计入当期损益的金融负债|||
衍生金融负债|||
应付票据||1,976,142,322.65|2,080,749,336.98
应付账款||17,701,948,542.45|18,357,615,866.65
预收款项||334,666,882.90|317,903,204.75
合同负债||24,557,147,374.24|23,715,168,353.77
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬||490,892,896.45|393,840,303.30
应交税费||2,515,633,050.02|2,527,195,602.24
其他应付款||8,517,423,661.65|8,352,595,483.33
其中：应付利息||1,325,247,208.26|1,006,889,605.80
应付股利||267,517,744.80|492,510,444.74
应付手续费及佣金|||
page|76
应付分保账款|||
持有待售负债||-|40,291,356.83
一年内到期的非流动负债||20,319,530,862.57|18,543,864,543.14
短期融资券||3,298,801,089.25|6,500,000,000.00
其他流动负债||10,776,488,930.30|8,492,714,136.95
流动负债合计||127,706,358,086.98|129,202,330,397.51
非流动负债：|||
保险合同准备金|||
长期借款||35,787,401,022.47|30,506,054,265.70
应付债券||27,460,996,718.14|20,231,089,289.70
其中：优先股|||
永续债|||
租赁负债||317,196,853.52|-
长期应付款||17,818,306.88|315,856,652.08
长期应付职工薪酬||647,490,892.12|674,179,502.11
预计负债||803,168,068.27|606,650,918.54
递延收益||837,416,381.95|888,404,866.72
递延所得税负债||5,992,070,007.93|5,960,849,194.26
其他非流动负债||22,488,938.80|676,174,065.29
非流动负债合计||71,886,047,190.08|59,859,258,754.40
负债合计||199,592,405,277.06|189,061,589,151.91
所有者权益（或股东权益）：|||
实收资本（或股本）||10,677,771,134.00|10,677,771,134.00
其他权益工具||14,962,000,000.00|14,962,000,000.00
其中：优先股|||
永续债||14,962,000,000.00|14,962,000,000.00
资本公积||6,434,307,002.11|5,273,970,842.54
减：库存股|||
其他综合收益||232,267,913.04|206,951,321.03
专项储备||32,250,174.13|20,124,124.94
盈余公积||1,926,994,968.55|1,537,434,040.24
一般风险准备||359,957,564.90|340,792,201.29
未分配利润||26,505,650,840.60|24,646,427,835.84
归属于母公司所有者权益（或股东权益）合计||61,131,199,597.33|57,665,471,499.88
少数股东权益||21,400,150,833.94|21,549,031,047.34
所有者权益（或股东权益）合计||82,531,350,431.27|79,214,502,547.22
负债和所有者权益（或股东权益）总计||282,123,755,708.33|268,276,091,699.13
