page|115
项目|附注|2020 年度|2019 年度
一、营业总收入||127,723,079,503.39|104,535,221,439.62
其中：营业收入|七、61|127,723,079,503.39|104,535,221,439.62
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||121,976,041,821.39|100,645,018,497.48
其中：营业成本|七、61|117,737,380,054.16|97,240,192,623.94
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|七、62|329,135,356.81|317,554,305.31
销售费用|七、63|90,006,975.22|68,232,039.33
管理费用|七、64|2,586,761,859.54|2,007,677,286.48
研发费用|七、65|589,477,442.47|531,379,668.54
财务费用|七、66|643,280,133.19|479,982,573.88
其中：利息费用|七、66|1,272,872,055.36|1,206,773,881.38
利息收入|七、66|654,569,697.94|773,820,182.03
加：其他收益|七、67|54,754,261.49|42,821,684.12
投资收益（损失以“－”号填列）|七、68|120,958,855.50|15,333,671.73
其中：对联营企业和合营企业的投资收益|七、68|-244,877.82|-30,027.80
以摊余成本计量的金融资产终止确认收益|七、68|93,824,642.64|
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|七、70|93,338,784.63|1,657,820.00
信用减值损失（损失以“-”号填列）|七、71|-2,411,694,170.49|-1,889,392,519.74
资产减值损失（损失以“-”号填列）|七、72|-99,184,278.18|-71,185,897.94
资产处置收益（损失以“－”号填列）|七、73|3,809,287.98|8,000,170.94
三、营业利润（亏损以“－”号填列）||3,509,020,422.93|1,997,437,871.25
加：营业外收入|七、74|106,952,779.15|43,972,228.46
减：营业外支出|七、75|83,158,990.96|104,760,414.03
四、利润总额（亏损总额以“－”号填||3,532,814,211.12|1,936,649,685.68
page|116
列）|||
减：所得税费用|七、76|573,607,787.61|352,140,802.54
五、净利润（净亏损以“－”号填列）||2,959,206,423.51|1,584,508,883.14
（一）按经营持续性分类|||
1. 持续经营净利润（净亏损以“－”号填列）||2,959,206,423.51|1,584,508,883.14
2. 终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1. 归属于母公司股东的净利润（净亏损以“-”号填列）||2,829,278,236.34|1,538,066,971.08
2.少数股东损益（净亏损以“-”号填列）||129,928,187.17|46,441,912.06
六、其他综合收益的税后净额||12,110,320.48|-19,673,550.78
（一）归属母公司所有者的其他综合收益的税后净额||12,096,721.49|-19,672,945.67
1．不能重分类进损益的其他综合收益||22,042,506.19|3,439,765.00
（1）重新计量设定受益计划变动额||19,845,922.59|
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动||2,196,583.60|3,439,765.00
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益||-9,945,784.70|-23,112,710.67
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额||-9,945,784.70|-23,112,710.67
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额||13,598.99|-605.11
七、综合收益总额||2,971,316,743.99|1,564,835,332.36
（一）归属于母公司所有者的综合收益总额||2,841,374,957.83|1,518,394,025.41
（二）归属于少数股东的综合收益总额||129,941,786.16|46,441,306.95
八、每股收益：|||
（一）基本每股收益(元/股)||0.8988|0.4886
（二）稀释每股收益(元/股)||0.8988|0.4886
