page|80
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||2,596,951,868.26|3,742,210,629.68
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
page|81
代理买卖证券收到的现金净额|||
收到的税费返还|||
收到其他与经营活动有关的现金|（七）76|640,103,663.75|1,496,356,416.34
经营活动现金流入小计||3,237,055,532.01|5,238,567,046.02
购买商品、接受劳务支付的现金||1,729,967,059.84|3,134,704,240.33
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||184,611,983.55|165,586,211.57
支付的各项税费||254,005,523.81|248,001,607.55
支付其他与经营活动有关的现金|（七）76|865,904,875.94|759,327,480.10
经营活动现金流出小计||3,034,489,443.14|4,307,619,539.55
经营活动产生的现金流量净额||202,566,088.87|930,947,506.47
二、投资活动产生的现金流量：|||
收回投资收到的现金||862.57|153,211,089.00
取得投资收益收到的现金|||300,239,047.79
处置固定资产、无形资产和其他长期资产收回的现金净额||1,028,059.23|1,035,957.61
处置子公司及其他营业单位收到的现金净额|||20,835,572.48
收到其他与投资活动有关的现金|||202,607,669.33
投资活动现金流入小计||1,028,921.80|677,929,336.21
购建固定资产、无形资产和其他长期资产支付的现金||44,215,795.81|92,661,456.60
投资支付的现金|||
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|（七）76|175,001,486.01|220,395,601.57
投资活动现金流出小计||219,217,281.82|313,057,058.17
投资活动产生的现金流量净额||-218,188,360.02|364,872,278.04
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||990,000.00
其中：子公司吸收少数股东投资收到的现金|||990,000.00
取得借款收到的现金||866,633,530.98|3,289,155,370.32
收到其他与筹资活动有关的现金|（七）76|17,380,355.55|
筹资活动现金流入小计||884,013,886.53|3,290,145,370.32
偿还债务支付的现金||587,649,736.51|3,510,358,809.15
分配股利、利润或偿付利息支付的现金||326,419,625.20|1,100,037,102.01
其中：子公司支付给少数股东的股利、利润|||1,779,633.19
支付其他与筹资活动有关的现金|（七）76|21,640,320.45|34,882,143.23
筹资活动现金流出小计||935,709,682.16|4,645,278,054.39
筹资活动产生的现金流量净额||-51,695,795.63|-1,355,132,684.07
四、汇率变动对现金及现金等价物的影响||28,380.72|-2,403,168.72
五、现金及现金等价物净增加额||-67,289,686.06|-61,716,068.28
加：期初现金及现金等价物余额||309,921,550.59|371,637,618.87
page|82
六、期末现金及现金等价物余额||242,631,864.53|309,921,550.59
