page|89
项目|2021 年度|2020 年度
一、经营活动产生的现金流量：||
销售商品、提供劳务收到的现金|6,235,121,831.94|5,773,004,502.51
客户存款和同业存放款项净增加额||
向中央银行借款净增加额||
向其他金融机构拆入资金净增加额||
收到原保险合同保费取得的现金||
收到再保业务现金净额||
page|90
保户储金及投资款净增加额||
收取利息、手续费及佣金的现金||
拆入资金净增加额||
回购业务资金净增加额||
代理买卖证券收到的现金净额||
收到的税费返还|117,171,997.24|173,470,752.29
收到其他与经营活动有关的现金|124,357,716.32|146,410,858.37
经营活动现金流入小计|6,476,651,545.50|6,092,886,113.17
购买商品、接受劳务支付的现金|4,634,923,848.64|3,927,374,396.30
客户贷款及垫款净增加额||
存放中央银行和同业款项净增加额||
支付原保险合同赔付款项的现金||
拆出资金净增加额||
支付利息、手续费及佣金的现金||
支付保单红利的现金||
支付给职工以及为职工支付的现金|468,585,702.96|382,577,306.08
支付的各项税费|296,489,806.27|233,456,914.85
支付其他与经营活动有关的现金|317,810,168.52|221,631,906.75
经营活动现金流出小计|5,717,809,526.39|4,765,040,523.98
经营活动产生的现金流量净额|758,842,019.11|1,327,845,589.19
二、投资活动产生的现金流量：||
收回投资收到的现金|303,002,365.22|769,998,400.00
取得投资收益收到的现金|70,028,970.69|54,077,940.16
处置固定资产、无形资产和其他长期资产收回的现金净额|1,369,406.39|2,390,404.53
处置子公司及其他营业单位收到的现金净额||
收到其他与投资活动有关的现金|12,423,000.00|5,441,000.00
page|91
投资活动现金流入小计|386,823,742.30|831,907,744.69
购建固定资产、无形资产和其他长期资产支付的现金|738,181,131.23|432,563,208.11
投资支付的现金|105,900,000.00|705,398,400.00
质押贷款净增加额||
取得子公司及其他营业单位支付的现金净额||
支付其他与投资活动有关的现金|3,758,500.00|5,798,674.00
投资活动现金流出小计|847,839,631.23|1,143,760,282.11
投资活动产生的现金流量净额|-461,015,888.93|-311,852,537.42
三、筹资活动产生的现金流量：||
吸收投资收到的现金||
其中：子公司吸收少数股东投资收到的现金||
取得借款收到的现金|312,479,813.87|266,242,442.19
收到其他与筹资活动有关的现金|454,000,000.00|217,541,454.96
筹资活动现金流入小计|766,479,813.87|483,783,897.15
偿还债务支付的现金|200,979,813.87|188,970,269.57
分配股利、利润或偿付利息支付的现金|378,977,141.56|267,640,839.29
其中：子公司支付给少数股东的股利、利润|2,779,222.28|2,316,018.57
支付其他与筹资活动有关的现金|496,685,293.70|339,348,358.33
筹资活动现金流出小计|1,076,642,249.13|795,959,467.19
筹资活动产生的现金流量净额|-310,162,435.26|-312,175,570.04
四、汇率变动对现金及现金等价物的影响|-6,382,452.13|-33,736,212.96
五、现金及现金等价物净增加额|-18,718,757.21|670,081,268.77
加：期初现金及现金等价物余额|1,202,562,529.21|532,481,260.44
六、期末现金及现金等价物余额|1,183,843,772.00|1,202,562,529.21
