page|92
项目|2020 年度|2019 年度
一、营业总收入|10,418,226,284.76|11,950,287,044.34
其中：营业收入|10,418,226,284.76|11,950,287,044.34
利息收入||
已赚保费||
page|93
手续费及佣金收入||
二、营业总成本|10,486,269,507.78|11,744,373,928.73
其中：营业成本|9,845,958,282.31|11,065,684,863.52
利息支出||
手续费及佣金支出||
退保金||
赔付支出净额||
提取保险责任合同准备金净额||
保单红利支出||
分保费用||
税金及附加|9,904,923.97|8,700,767.72
销售费用|155,033,402.42|202,261,532.25
管理费用|236,638,034.68|187,645,031.15
研发费用|31,448,088.90|46,924,048.61
财务费用|207,286,775.50|233,157,685.48
其中：利息费用|203,567,718.23|215,921,210.07
利息收入|23,888,393.53|12,513,737.91
加：其他收益|9,529,358.30|13,405,010.39
投资收益（损失以“－”号填列）|577,628,654.51|1,992,762.88
其中：对联营企业和合营企业的投资收益|-753,293.87|-1,918,212.20
以摊余成本计量的金融资产终止确认收益||
汇兑收益（损失以“-”号填列）||
净敞口套期收益（损失以“－”号填列）||
公允价值变动收益（损失以“－”号填列）||
信用减值损失（损失以“-”号填列）|-86,913,587.47|-28,165,432.80
资产减值损失（损失以“-”号填列）|-219,458,158.55|-49,888,479.52
资产处置收益（损失以“-”号填列）|-3,163,933.99|149,909.33
page|94
三、营业利润（亏损以“－”号填列）|209,579,109.78|143,406,885.89
加：营业外收入|22,289,577.83|1,225,712.53
减：营业外支出|2,888,988.82|1,634,382.48
四、利润总额（亏损总额以“－”号填列）|228,979,698.79|142,998,215.94
减：所得税费用|6,736,900.05|73,261,494.36
五、净利润（净亏损以“－”号填列）|222,242,798.74|69,736,721.58
（一）按经营持续性分类||
1.持续经营净利润（净亏损以“－”号填列）|222,242,798.74|69,736,721.58
2.终止经营净利润（净亏损以“－”号填列）||
（二）按所有权归属分类||
1.归属于母公司股东的净利润|268,942,590.08|28,565,412.05
2.少数股东损益|-46,699,791.34|41,171,309.53
六、其他综合收益的税后净额|-21,559,689.61|1,108,170.86
归属母公司所有者的其他综合收益的税后净额|-18,496,344.98|577,581.58
（一）不能重分类进损益的其他综合收益|-15,304,625.24|
1.重新计量设定受益计划变动额|-304,625.24|
2.权益法下不能转损益的其他综合收益||
3.其他权益工具投资公允价值变动|-15,000,000.00|
4.企业自身信用风险公允价值变动||
5.其他||
（二）将重分类进损益的其他综合收益|-3,191,719.74|577,581.58
1.权益法下可转损益的其他综合收益||
2.其他债权投资公允价值变动||
3.金融资产重分类计入其他综合收益的金额||
4.其他债权投资信用减值准||
page|95
备||
5.现金流量套期储备||
6.外币财务报表折算差额|-3,191,719.74|577,581.58
7.其他||
归属于少数股东的其他综合收益的税后净额|-3,063,344.63|530,589.28
七、综合收益总额|200,683,109.13|70,844,892.44
归属于母公司所有者的综合收益总额|250,446,245.10|29,142,993.63
归属于少数股东的综合收益总额|-49,763,135.97|41,701,898.81
八、每股收益：||
（一）基本每股收益|0.25|0.03
（二）稀释每股收益|0.25|0.03
