page|62
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||1,853,862,527.90|1,767,469,966.65
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
page|63
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还|||
收到其他与经营活动有关的现金||69,846,293.32|45,083,521.11
经营活动现金流入小计||1,923,708,821.22|1,812,553,487.76
购买商品、接受劳务支付的现金||1,332,330,711.64|1,131,753,610.40
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||216,471,735.42|199,981,361.94
支付的各项税费||71,722,989.23|69,276,571.89
支付其他与经营活动有关的现金||85,067,787.87|172,313,772.10
经营活动现金流出小计||1,705,593,224.16|1,573,325,316.33
经营活动产生的现金流量净额||218,115,597.06|239,228,171.43
二、投资活动产生的现金流量：|||
收回投资收到的现金|||
取得投资收益收到的现金||136,000.00|
处置固定资产、无形资产和其他长期资产收回的现金净额||80,481,834.02|26,095,922.56
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||
投资活动现金流入小计||80,617,834.02|26,095,922.56
购建固定资产、无形资产和其他长期资产支付的现金||445,846,729.12|340,367,470.36
投资支付的现金|||8,688,288.00
质押贷款净增加额|||
page|64
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计||445,846,729.12|349,055,758.36
投资活动产生的现金流量净额||-365,228,895.10|-322,959,835.80
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||436,724,494.76|
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||100,000,000.00|110,000,000.00
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||536,724,494.76|110,000,000.00
偿还债务支付的现金||110,000,000.00|
分配股利、利润或偿付利息支付的现金||49,743,988.36|43,230,375.02
其中：子公司支付给少数股东的股利、利润||2,400,000.00|4,621,288.59
支付其他与筹资活动有关的现金|||
筹资活动现金流出小计||159,743,988.36|43,230,375.02
筹资活动产生的现金流量净额||376,980,506.40|66,769,624.98
四、汇率变动对现金及现金等价物的影响|||
五、现金及现金等价物净增加额||229,867,208.36|-16,962,039.39
加：期初现金及现金等价物余额||140,287,136.59|157,249,175.98
六、期末现金及现金等价物余额||370,154,344.95|140,287,136.59
