page|93
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||1,443,082,254.06|1,151,436,584.15
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还|||
收到其他与经营活动有关的现金|1|87,451,477.82|42,156,107.40
经营活动现金流入小计||1,530,533,731.88|1,193,592,691.55
购买商品、接受劳务支付的现金||949,546,263.50|659,457,869.44
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
page|94
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||131,569,719.95|130,237,788.67
支付的各项税费||171,496,393.89|147,244,033.94
支付其他与经营活动有关的现金|2|281,314,771.40|193,088,449.50
经营活动现金流出小计||1,533,927,148.74|1,130,028,141.55
经营活动产生的现金流量净额||-3,393,416.86|63,564,550.00
二、投资活动产生的现金流量：|||
收回投资收到的现金||328,000,000.00|455,000,000.00
取得投资收益收到的现金||4,391,287.61|9,479,794.53
处置固定资产、无形资产和其他长期资产收回的现金净额||119,000.00|60,000.00
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||
投资活动现金流入小计||332,510,287.61|464,539,794.53
购建固定资产、无形资产和其他长期资产支付的现金||53,905,621.87|64,149,046.47
投资支付的现金||305,000,000.00|667,928,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额||1,070,747.07|
支付其他与投资活动有关的现金|||
投资活动现金流出小计||359,976,368.94|732,077,046.47
投资活动产生的现金流量净额||-27,466,081.33|-267,537,251.94
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||290,000.00|18,814,000.00
其中：子公司吸收少数股东投资收到的现金||290,000.00|70,000.00
取得借款收到的现金||578,197,754.42|464,574,090.59
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||578,487,754.42|483,388,090.59
偿还债务支付的现金||491,995,508.84|177,076,336.17
分配股利、利润或偿付利息支付的现金||39,520,699.68|37,535,147.71
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的|3|5,010,000.00|1,050,000.00
page|95
现金|||
筹资活动现金流出小计||536,526,208.52|215,661,483.88
筹资活动产生的现金流量净额||41,961,545.90|267,726,606.71
四、汇率变动对现金及现金等价物的影响||31,265.72|
五、现金及现金等价物净增加额||11,133,313.43|63,753,904.77
加：期初现金及现金等价物余额||466,105,095.03|402,351,190.26
六、期末现金及现金等价物余额||477,238,408.46|466,105,095.03
