page|114
项目|附注|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：|||
page|115
货币资金||213,561,043.63|247,736,854.80
结算备付金|||
拆出资金|||
交易性金融资产||50,408,237.80|-
衍生金融资产|||
应收票据||623,203.53|2,859,475.22
应收账款||201,458,484.94|174,020,791.29
应收款项融资||12,835,881.64|7,818,587.24
预付款项||8,257,135.00|8,361,886.12
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款||14,838,594.10|44,809,430.06
其中：应收利息|||
应收股利|||
买入返售金融资产|||
存货||262,848,105.49|209,965,632.64
合同资产|||
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产||50,958,855.84|65,306,990.73
流动资产合计||815,789,541.97|760,879,648.10
非流动资产：|||
发放贷款和垫款|||
债权投资|||
其他债权投资|||
长期应收款||2,902,000.00|2,757,000.00
长期股权投资||13,923,222.86|8,319,065.18
其他权益工具投资|||
其他非流动金融资产||14,164,000.00|9,664,000.00
投资性房地产||3,275,974.22|3,266,478.39
固定资产||610,917,788.38|665,561,151.02
在建工程||66,564,704.42|16,554,952.83
生产性生物资产|||
油气资产|||
使用权资产||29,439,226.42|-
无形资产||91,703,079.31|101,418,670.68
开发支出|||
商誉||19,720,669.32|21,766,311.42
长期待摊费用||23,388,237.46|12,425,220.24
递延所得税资产||42,443,917.89|28,437,987.31
其他非流动资产||26,478,249.03|19,837,415.15
非流动资产合计||944,921,069.31|890,008,252.22
资产总计||1,760,710,611.28|1,650,887,900.32
流动负债：|||
短期借款||299,511,071.36|221,177,004.02
向中央银行借款|||
拆入资金|||
page|116
交易性金融负债|||
衍生金融负债|||
应付票据||10,572,882.66|9,192,186.32
应付账款||177,344,693.68|153,367,270.22
预收款项|||
合同负债||7,126,291.97|7,720,837.49
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬||23,054,169.57|19,368,403.08
应交税费||12,801,315.97|27,105,313.54
其他应付款||34,258,560.59|34,138,295.01
其中：应付利息|||
应付股利||192,250.00|-
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债||33,583,075.14|28,530,180.27
其他流动负债||826,393.26|1,083,117.11
流动负债合计||599,078,454.20|501,682,607.06
非流动负债：|||
保险合同准备金|||
长期借款||147,545,209.83|170,000,000.00
应付债券|||
其中：优先股|||
永续债|||
租赁负债||11,744,447.16|-
长期应付款||-|6,736,771.11
长期应付职工薪酬|||
预计负债|||
递延收益||13,973,684.51|9,769,356.59
递延所得税负债||252,163.25|703,031.85
其他非流动负债|||
非流动负债合计||173,515,504.75|187,209,159.55
负债合计||772,593,958.95|688,891,766.61
所有者权益（或股东权益）：|||
实收资本（或股本）||183,129,000.00|130,515,000.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积||357,891,315.88|395,705,926.51
减：库存股||32,556,550.00|30,644,650.00
其他综合收益||2,092,307.59|3,960,848.89
专项储备|||
盈余公积||34,342,599.17|27,978,746.45
一般风险准备|||
未分配利润||419,010,368.58|400,216,564.85
page|117
归属于母公司所有者权益（或股东权益）合计||963,909,041.22|927,732,436.70
少数股东权益||24,207,611.11|34,263,697.01
所有者权益（或股东权益）合计||988,116,652.33|961,996,133.71
负债和所有者权益（或股东权益）总计||1,760,710,611.28|1,650,887,900.32
