page|92
项目|附注|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：|||
货币资金|1|192,975,504.73|199,932,280.51
结算备付金|||
拆出资金|||
交易性金融资产|||
衍生金融资产|||
应收票据|2|55,292,557.59|16,789,880.38
应收账款|3|119,853,745.00|86,837,456.55
应收款项融资|||
预付款项|4|38,275,211.58|8,917,585.58
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款|5|36,480.00|872,999.16
其中：应收利息|||
应收股利|||
买入返售金融资产|||
存货|6|29,804,409.21|12,995,956.65
合同资产|||
持有待售资产|||
一年内到期的非流动资产|||
page|93
其他流动资产|||
流动资产合计||436,237,908.11|326,346,158.83
非流动资产：|||
发放贷款和垫款|||
债权投资|||
其他债权投资|||
长期应收款|||
长期股权投资|7|37,262,771.33|45,886,272.45
其他权益工具投资|||
其他非流动金融资产|||
投资性房地产|||
固定资产|8|27,454,136.41|23,562,877.00
在建工程|||
生产性生物资产|||
油气资产|||
使用权资产|9|682,890.83|
无形资产|10|600,088.45|757,256.65
开发支出|||
商誉|||
长期待摊费用|11||110,161.46
递延所得税资产|||
其他非流动资产|12|69,205.60|28,021.68
非流动资产合计||66,069,092.62|70,344,589.24
资产总计||502,307,000.73|396,690,748.07
流动负债：|||
短期借款|||
向中央银行借款|||
拆入资金|||
交易性金融负债|||
衍生金融负债|||
应付票据|13||500,000.00
应付账款|14|3,502,575.08|3,600,708.67
预收款项|||
合同负债|15|13,892,172.56|20,450,038.74
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬|16|9,913,371.78|6,173,958.28
应交税费|17|14,443,874.75|4,194,308.70
其他应付款|18|8,638.54|69,608.74
其中：应付利息|||
应付股利|||
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债|||
其他流动负债|||
page|94
流动负债合计||41,760,632.71|34,988,623.13
非流动负债：|||
保险合同准备金|||
长期借款|||
应付债券|||
其中：优先股|||
永续债|||
租赁负债|||
长期应付款|||
长期应付职工薪酬|||
预计负债|||
递延收益|||
递延所得税负债|||
其他非流动负债|||
非流动负债合计|||
负债合计||41,760,632.71|34,988,623.13
所有者权益（或股东权益）：|||
实收资本（或股本）|19|81,900,000.00|81,900,000.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积|20|304,822,069.08|304,822,069.08
减：库存股|||
其他综合收益|||
专项储备|||
盈余公积|21|1,699,044.66|
一般风险准备|||
未分配利润|22|72,125,254.28|-25,019,944.14
归属于母公司所有者权益（或股东权益）合计||460,546,368.02|361,702,124.94
少数股东权益|||
所有者权益（或股东权益）合计||460,546,368.02|361,702,124.94
负债和所有者权益（或股东权益）总计||502,307,000.73|396,690,748.07
