page|85
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||4,530,237,826.10|4,210,539,454.25
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
page|86
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||41,076,619.24|18,208,252.72
收到其他与经营活动有关的现金|七、78（1）|185,885,094.78|125,411,776.90
经营活动现金流入小计||4,757,199,540.12|4,354,159,483.87
购买商品、接受劳务支付的现金||3,327,801,064.57|3,142,774,614.95
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||460,832,899.73|406,369,305.91
支付的各项税费||245,070,214.85|253,432,880.54
支付其他与经营活动有关的现金|七、78（2）|83,093,015.67|49,526,570.35
经营活动现金流出小计||4,116,797,194.82|3,852,103,371.75
经营活动产生的现金流量净额||640,402,345.30|502,056,112.12
二、投资活动产生的现金流量：|||
收回投资收到的现金||2,060,000,000.00|650,000,000.00
取得投资收益收到的现金||51,948,445.06|8,008,319.46
处置固定资产、无形资产和其他长期资产收回的现金净额||8,603,014.55|12,039,068.13
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|七、78（3）|30,000,000.00|25,000,000.00
投资活动现金流入小计||2,150,551,459.61|695,047,387.59
购建固定资产、无形资产和其他长期资产支付的现金||282,201,317.36|467,368,910.58
投资支付的现金||6,000,951,805.56|930,000,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|七、78（4）|30,000,000.00|25,000,000.00
投资活动现金流出小计||6,313,153,122.92|1,422,368,910.58
投资活动产生的现金流量净额||-4,162,601,663.31|-727,321,522.99
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||4,224,000.00|2,794,499,986.28
page|87
其中：子公司吸收少数股东投资收到的现金||4,224,000.00|
取得借款收到的现金||320,000,000.00|140,000,000.00
收到其他与筹资活动有关的现金|七、78（5）||204,246,533.05
筹资活动现金流入小计||324,224,000.00|3,138,746,519.33
偿还债务支付的现金||320,000,000.00|140,000,000.00
分配股利、利润或偿付利息支付的现金||311,422,394.00|159,591,027.91
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|七、78（6）|502,244.35|208,432,366.83
筹资活动现金流出小计||631,924,638.35|508,023,394.74
筹资活动产生的现金流量净额||-307,700,638.35|2,630,723,124.59
四、汇率变动对现金及现金等价物的影响||-1,420,351.51|1,781,610.28
五、现金及现金等价物净增加额||-3,831,320,307.87|2,407,239,324.00
加：期初现金及现金等价物余额||4,669,192,025.66|2,261,952,701.66
六、期末现金及现金等价物余额||837,871,717.79|4,669,192,025.66
