page|60
项目|附注|2019 年 12 月 31 日|2018 年 12 月 31 日
流动资产：|||
货币资金||579,455,513.93|1,338,668,928.29
结算备付金|||
拆出资金|||
交易性金融资产|||
以公允价值计量且其变动计入当期损益的金融资产|||
衍生金融资产|||
应收票据|||
应收账款||335,249.49|3,510,753.55
应收款项融资|||
预付款项||166,059,722.49|56,633,219.47
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款||36,489,009.12|51,001,015.93
其中：应收利息||2,033,589.04|
应收股利|||
买入返售金融资产|||
存货||21,864,275,692.46|26,840,346,632.39
合同资产|||
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产||525,835,939.12|1,194,978,055.44
流动资产合计||23,172,451,126.61|29,485,138,605.07
非流动资产：|||
发放贷款和垫款|||
债权投资||285,000,000.00|
可供出售金融资产|||42,282,195.00
其他债权投资|||
持有至到期投资|||
长期应收款|||
长期股权投资||451,617,564.67|208,123,442.52
其他权益工具投资||42,282,195.00|
其他非流动金融资产|||
投资性房地产||1,229,989,555.03|1,287,837,124.38
固定资产||85,078,073.26|87,895,725.41
在建工程|||
生产性生物资产|||
油气资产|||
page|61
使用权资产|||
无形资产||5,637,081.86|5,780,701.78
开发支出|||
商誉||10,548,333.22|10,548,333.22
长期待摊费用||4,857,737.24|4,742,462.40
递延所得税资产||51,344,596.30|104,087,345.42
其他非流动资产||238,295,000.00|426,550,000.00
非流动资产合计||2,404,650,136.58|2,177,847,330.13
资产总计||25,577,101,263.19|31,662,985,935.20
流动负债：|||
短期借款||490,000,000.00|440,000,000.00
向中央银行借款|||
拆入资金|||
交易性金融负债|||
以公允价值计量且其变动计入当期损益的金融负债|||
衍生金融负债|||
应付票据||140,136,171.59|
应付账款||1,599,856,142.36|470,335,208.45
预收款项||1,726,554,659.08|9,540,341,264.75
合同负债|||
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬||8,662,471.97|3,765,832.15
应交税费||356,056,541.04|220,586,246.92
其他应付款||3,022,003,800.51|2,532,732,197.60
其中：应付利息||51,223,924.94|84,034,723.40
应付股利||31,044,344.50|280,127,185.48
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债||7,776,618,000.00|7,537,043,768.85
其他流动负债||619,764.86|619,764.86
流动负债合计||15,120,507,551.41|20,745,424,283.58
非流动负债：|||
保险合同准备金|||
长期借款||2,775,932,000.00|5,442,000,000.00
应付债券||2,227,206,885.57|203,138,000.00
其中：优先股|||
永续债|||
租赁负债|||
长期应付款||59,494.26|50,862.84
长期应付职工薪酬|||
预计负债|||
递延收益||16,267.00|187,067.00
递延所得税负债||1,815,734.67|1,815,734.67
page|62
其他非流动负债||8,020,246.16|8,020,246.16
非流动负债合计||5,013,050,627.66|5,655,211,910.67
负债合计||20,133,558,179.07|26,400,636,194.25
所有者权益（或股东权益）：|||
实收资本（或股本）||1,105,700,000.00|1,105,700,000.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积||2,205,241,832.32|2,205,241,832.32
减：库存股|||
其他综合收益||-500,000.00|
专项储备|||
盈余公积||304,265,165.37|295,527,059.22
一般风险准备|||
未分配利润||1,041,436,813.42|908,688,739.98
归属于母公司所有者权益（或股东权益）合计||4,656,143,811.11|4,515,157,631.52
少数股东权益||787,399,273.01|747,192,109.43
所有者权益（或股东权益）合计||5,443,543,084.12|5,262,349,740.95
负债和所有者权益（或股东权益）总计||25,577,101,263.19|31,662,985,935.20
