page|62
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||53,783,116,264.01|49,898,079,935.53
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还|||
收到其他与经营活动有关的现金||689,556,365.05|1,461,241,350.71
经营活动现金流入小计||54,472,672,629.06|51,359,321,286.24
购买商品、接受劳务支付的现金||44,417,280,400.97|39,048,631,418.61
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||4,184,538,955.54|4,360,977,062.07
支付的各项税费||1,485,495,414.30|1,659,672,828.64
支付其他与经营活动有关的现金||1,215,776,774.96|1,012,169,061.93
经营活动现金流出小计||51,303,091,545.77|46,081,450,371.25
经营活动产生的现金流量净额||3,169,581,083.29|5,277,870,914.99
二、投资活动产生的现金流量：|||
收回投资收到的现金||2,637,947,186.12|1,893,976,520.81
取得投资收益收到的现金||906,112,759.31|875,595,270.02
处置固定资产、无形资产和其他长期资产收回的现金净额||28,805,880.22|64,409,710.50
处置子公司及其他营业单位收到的现金净额||-6,366,604.57|-26,551,996.75
收到其他与投资活动有关的现金|||
投资活动现金流入小计||3,566,499,221.08|2,807,429,504.58
购建固定资产、无形资产和其他长期资产支付的现金||1,131,844,969.16|1,311,366,260.28
投资支付的现金||14,304,241,614.43|7,884,628,809.45
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计||15,436,086,583.59|9,195,995,069.73
投资活动产生的现金流量净额||-11,869,587,362.51|-6,388,565,565.15
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||766,613,551.00|3,275,440,733.00
其中：子公司吸收少数股东投资收到的现金||766,613,551.00|255,440,733.00
取得借款收到的现金||16,249,068,951.60|8,393,517,862.24
收到其他与筹资活动有关的现金||94,988,827.33|65,037,589.01
page|63
筹资活动现金流入小计||17,110,671,329.93|11,733,996,184.25
偿还债务支付的现金||6,075,303,836.04|6,539,800,222.89
分配股利、利润或偿付利息支付的现金||1,752,283,759.81|1,831,462,753.71
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金||155,589,292.61|70,704,688.20
筹资活动现金流出小计||7,983,176,888.46|8,441,967,664.80
筹资活动产生的现金流量净额||9,127,494,441.47|3,292,028,519.45
四、汇率变动对现金及现金等价物的影响||9,776,151.87|1,735,922.80
五、现金及现金等价物净增加额||437,264,314.12|2,183,069,792.09
加：期初现金及现金等价物余额||16,284,905,679.33|14,101,835,887.24
六、期末现金及现金等价物余额||16,722,169,993.45|16,284,905,679.33
