page|51
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||1,593,781.37|9,060,594.92
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还|||
收到其他与经营活动有关的现金||46,060,392.13|76,963,729.01
经营活动现金流入小计||47,654,173.50|86,024,323.93
购买商品、接受劳务支付的现金||242,768.93|91,886.00
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
page|52
支付保单红利的现金|||
支付给职工及为职工支付的现金||2,629,150.88|1,198,022.95
支付的各项税费||3,398.46|1,082,187.65
支付其他与经营活动有关的现金||9,789,217.22|83,634,522.01
经营活动现金流出小计||12,664,535.49|86,006,618.61
经营活动产生的现金流量净额||34,989,638.01|17,705.32
二、投资活动产生的现金流量：|||
收回投资收到的现金|||
取得投资收益收到的现金|||
处置固定资产、无形资产和其他长期资产收回的现金净额|||
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||
投资活动现金流入小计|||
购建固定资产、无形资产和其他长期资产支付的现金||2,890,971.07|
投资支付的现金|||
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计||2,890,971.07|
投资活动产生的现金流量净额||-2,890,971.07|0.00
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金|||
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计|||
偿还债务支付的现金|||
分配股利、利润或偿付利息支付的现金|||
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金||30,000,000.00|
筹资活动现金流出小计||30,000,000.00|
page|53
筹资活动产生的现金流量净额||-30,000,000.00|0.00
四、汇率变动对现金及现金等价物的影响|||
五、现金及现金等价物净增加额||2,098,666.94|17,705.32
加：期初现金及现金等价物余额||73,102.78|55,397.46
六、期末现金及现金等价物余额||2,171,769.72|73,102.78
