page|64
项目 附注 2021 年 12 月 31 日 2020 年 12 月 31 日|||
流动资产：|||
货币资金||3,514,333,230.83|1,190,835,193.58
结算备付金|||
拆出资金|||
交易性金融资产||50,000,000.00|330,000,000.00
衍生金融资产|||
应收票据|||
应收账款||1,620,191,873.61|635,971,724.36
应收款项融资||17,801,753.70|12,800,818.21
预付款项||41,912,077.91|32,329,691.99
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款||4,087,975.17|5,770,757.30
其中：应收利息|||
应收股利|||
买入返售金融资产|||
存货||1,387,177,645.14|941,597,028.16
合同资产|||
page|65
持有待售资产|||
一年内到期的非流动资产||672,839,701.32|613,000,991.79
其他流动资产||85,495,501.19|384,281,690.00
流动资产合计||7,393,839,758.87|4,146,587,895.39
非流动资产：|||
发放贷款和垫款|||
债权投资|||
其他债权投资|||
长期应收款||584,077,434.99|476,611,571.19
长期股权投资||108,224,697.55|118,540,004.30
其他权益工具投资||270,602,884.06|139,467,619.99
其他非流动金融资产|||
投资性房地产|||
固定资产||827,846,254.85|721,919,310.54
在建工程||114,608,782.86|91,076,399.23
生产性生物资产|||
油气资产|||
使用权资产||7,008,970.78|
无形资产||233,752,997.20|157,861,106.16
开发支出|||
商誉|||
长期待摊费用||2,036,729.74|984,959.37
递延所得税资产||12,106,336.33|1,625,038.87
其他非流动资产||20,364,782.38|14,358,370.00
非流动资产合计||2,180,629,870.74|1,722,444,379.65
资产总计||9,574,469,629.61|5,869,032,275.04
流动负债：|||
短期借款||449,347,624.01|30,034,198.11
向中央银行借款|||
拆入资金|||
交易性金融负债|||
衍生金融负债|||
应付票据||677,113,553.25|432,455,804.02
应付账款||1,191,094,646.49|790,784,737.43
预收款项|||
合同负债||17,944,435.95|68,884,840.83
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬||29,195,569.01|24,254,042.69
应交税费||165,006,907.18|102,383,512.24
其他应付款||188,636,652.28|167,001,517.16
其中：应付利息|||
应付股利|||
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债||423,877,117.50|272,613,146.36
其他流动负债||2,143,407.13|3,008,419.52
流动负债合计||3,144,359,912.80|1,891,420,218.36
非流动负债：|||
保险合同准备金|||
长期借款||301,705,928.38|120,993,872.15
应付债券|||
page|66
其中：优先股|||
永续债|||
租赁负债||4,012,964.76|
长期应付款|||
长期应付职工薪酬|||
预计负债||38,450,141.39|17,909,058.39
递延收益||107,771,923.21|94,551,525.89
递延所得税负债|||
其他非流动负债|||
非流动负债合计||451,940,957.74|233,454,456.43
负债合计||3,596,300,870.54|2,124,874,674.79
所有者权益（或股东权益）：|||
实收资本（或股本）||506,347,879.00|485,485,571.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积||2,373,878,923.94|913,928,866.14
减：库存股|||
其他综合收益||-4,229,021.66|-933,325.42
专项储备||4,080,217.20|5,822,867.58
盈余公积||261,714,343.13|261,714,343.13
一般风险准备|||
未分配利润||2,836,376,417.46|2,078,139,277.82
归属于母公司所有者权益（或股东权益）合计||5,978,168,759.07|3,744,157,600.25
少数股东权益|||
所有者权益（或股东权益）合计||5,978,168,759.07|3,744,157,600.25
负债和所有者权益（或股东权益）总计||9,574,469,629.61|5,869,032,275.04
