page|68
项目|附注|2021 年度|2020 年度
一、营业总收入||4,939,315,984.85|2,956,758,302.06
其中：营业收入||4,939,315,984.85|2,956,758,302.06
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||3,928,403,619.46|2,244,915,934.27
其中：营业成本||3,490,300,955.67|1,924,570,850.83
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加||14,824,847.50|12,205,455.77
销售费用||110,815,428.02|99,736,422.36
管理费用||88,435,344.95|57,377,624.82
研发费用||154,945,424.05|104,720,120.67
财务费用||69,081,619.27|46,305,459.82
其中：利息费用||5,280,755.90|1,093,564.44
利息收入||16,165,038.88|12,495,464.36
加：其他收益||28,142,145.75|21,593,924.73
投资收益（损失以“－”号填列）||14,648,859.63|36,713,639.16
其中：对联营企业和合营企业的投资收益||1,499,443.72|11,085,542.29
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|||
信用减值损失（损失以“-”号填列）||-31,693,875.38|5,729,328.88
资产减值损失（损失以“-”号填列）|||
资产处置收益（损失以“－”号填列）||-172,247.80|
page|69
三、营业利润（亏损以“－”号填列）||1,021,837,247.59|775,879,260.56
加：营业外收入||206,488.51|575,467.60
减：营业外支出||951,941.05|3,000,537.94
四、利润总额（亏损总额以“－”号填列）||1,021,091,795.05|773,454,190.22
减：所得税费用||136,628,406.95|109,313,997.50
五、净利润（净亏损以“－”号填列）||884,463,388.10|664,140,192.72
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||884,463,388.10|664,140,192.72
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||884,463,388.10|664,140,192.72
2.少数股东损益（净亏损以“-”号填列）|||
六、其他综合收益的税后净额||-3,295,696.24|-4,686,496.28
（一）归属母公司所有者的其他综合收益的税后净额||-3,295,696.24|-4,686,496.28
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益||-3,295,696.24|-4,686,496.28
（1）权益法下可转损益的其他综合收益||-2,674,483.84|-4,618,920.38
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额||-621,212.40|-67,575.90
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||881,167,691.86|659,453,696.44
（一）归属于母公司所有者的综合收益总额||881,167,691.86|659,453,696.44
（二）归属于少数股东的综合收益总额|||
八、每股收益：|||
（一）基本每股收益(元/股)||1.82|1.37
（二）稀释每股收益(元/股)||1.82|1.37
