page|108
项目|附注|2021 年度|2020 年度
一、营业总收入|七、61|10,285,449.60|27,760,807.05
其中：营业收入|七、61|10,285,449.60|27,760,807.05
利息收入||-|-
已赚保费||-|-
手续费及佣金收入||-|-
二、营业总成本||692,493,198.37|819,331,248.22
其中：营业成本|七、61|9,007,986.19|24,298,692.42
利息支出||-|-
手续费及佣金支出||-|-
退保金||-|-
赔付支出净额||-|-
提取保险责任准备金净额||-|-
保单红利支出||-|-
分保费用||-|-
税金及附加|七、62|594,908.24|986,447.85
销售费用||-|-
管理费用|七、64|87,953,495.92|327,133,210.55
研发费用|七、65|587,596,836.60|439,494,757.94
财务费用|七、66|7,339,971.42|27,418,139.46
其中：利息费用||3,068,169.83|-
利息收入||2,259,843.21|1,535,400.20
加：其他收益|七、67|9,967,926.41|3,786,858.18
投资收益（损失以“－”号填列）|七、68|1,391,839.79|2,358,163.04
page|109
其中：对联营企业和合营企业的投资收益||-|-
以摊余成本计量的金融资产终止确认收益||-|-
汇兑收益（损失以“－”号填列）||-|-
净敞口套期收益（损失以“-”号填列）||-|-
公允价值变动收益（损失以“－”号填列）|七、70|973,684.93|292,520.55
信用减值损失（损失以“-”号填列）|七、71|-1,610.98|-268,527.41
资产减值损失（损失以“-”号填列）||-|-
资产处置收益（损失以“－”号填列）|七、73|-|198,817,957.20
三、营业利润（亏损以“－”号填列）||-669,875,908.62|-586,583,469.61
加：营业外收入||-|-
减：营业外支出||-|-
四、利润总额（亏损总额以“－”号填列）||-669,875,908.62|-586,583,469.61
减：所得税费用|七、76|-|28,424.02
五、净利润（净亏损以“－”号填列）||-669,875,908.62|-586,611,893.63
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||-669,875,908.62|-586,611,893.63
2.终止经营净利润（净亏损以“－”号填列）||-|-
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||-669,875,908.62|-586,611,893.63
2.少数股东损益（净亏损以“-”号填列）||-|-
六、其他综合收益的税后净额||-|-
（一）归属母公司所有者的其他综合收益的税后净额||-|-
page|110
1．不能重分类进损益的其他综合收益||-|-
（1）重新计量设定受益计划变动额||-|-
（2）权益法下不能转损益的其他综合收益||-|-
（3）其他权益工具投资公允价值变动||-|-
（4）企业自身信用风险公允价值变动||-|-
2．将重分类进损益的其他综合收益||-|-
（1）权益法下可转损益的其他综合收益||-|-
（2）其他债权投资公允价值变动||-|-
（3）金融资产重分类计入其他综合收益的金额||-|-
（4）其他债权投资信用减值准备||-|-
（5）现金流量套期储备||-|-
（6）外币财务报表折算差额||-|-
（7）其他||-|-
（二）归属于少数股东的其他综合收益的税后净额||-|-
七、综合收益总额||-669,875,908.62|-586,611,893.63
（一）归属于母公司所有者的综合收益总额||-669,875,908.62|-586,611,893.63
（二）归属于少数股东的综合收益总额||-|-
八、每股收益：|||
（一）基本每股收益(元/股)||-1.86|-1.63
（二）稀释每股收益(元/股)||-1.86|-1.63
