page|86
项目|附注|2019 年度|2018 年度
一、营业总收入|||10,452,454,056.87  4,767,907,571.39
其中：营业收入||七、（61）  10,452,454,056.87  4,767,907,571.39|
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本|||10,377,862,111.31  4,720,350,200.03
其中：营业成本||七、（61）  10,070,867,885.46  4,457,216,535.93|
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|七、（62）|12,803,868.70|7,913,693.28
销售费用|七、（63）|52,780,869.10|53,063,539.88
管理费用|七、（64）|140,884,442.95|110,621,530.79
page|87
研发费用|七、（65）|98,680,535.53|89,037,462.14
财务费用|七、（66）|1,844,509.57|2,497,438.01
其中：利息费用||3,471,217.93|2,370,843.48
利息收入||1,594,458.84|1,685,537.52
加：其他收益|七、（67）|15,247,920.13|2,207,123.60
投资收益（损失以“－”号填列）|七、（68）|34,055,868.21|53,222,646.37
其中：对联营企业和合营企业的投资收益|||
以摊余成本计量的金融资产终止确认收益||8,734,108.51|24,559,278.52
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|七、（70）|3,542,426.81|-1,631,448.98
信用减值损失（损失以“-”号填列）|七、（71）|-650,411.72|
资产减值损失（损失以“-”号填列）|七、（72）|-9,737,664.93|-11,364,418.60
资产处置收益（损失以“－”号填列）|七、（73）|-1,002,501.83|2,683,739.37
三、营业利润（亏损以“－”号填列）||116,047,582.23|92,675,013.12
加：营业外收入|七、（74）|5,765,045.28|8,119,416.52
减：营业外支出|七、（75）|380,378.26|764432.22
四、利润总额（亏损总额以“－”号填列）||121,432,249.25|100,029,997.42
减：所得税费用|七、（76）|9,179,917.07|17,529,519.27
五、净利润（净亏损以“－”号填列）||112,252,332.18|82,500,478.15
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||112,252,332.18|82,500,478.15
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||105,944,341.96|78,967,781.59
2.少数股东损益（净亏损以“-”号填列）||6,307,990.22|3,532,696.56
page|88
六、其他综合收益的税后净额|||-2,392,277.71
（一）归属母公司所有者的其他综合收益的税后净额|||-2,392,277.71
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益|||-2,392,277.71
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）可供出售金融资产公允价值变动损益|||
（4）金融资产重分类计入其他综合收益的金额|||
（5）持有至到期投资重分类为可供出售金融资产损益|||
（6）其他债权投资信用减值准备|||
（7）现金流量套期储备（现金流量套期损益的有效部分）|||
（8）外币财务报表折算差额|||-2,392,277.71
（9）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||112,252,332.18|80,108,200.44
（一）归属于母公司所有者的综合收益总额||105,944,341.96|76,575,503.88
（二）归属于少数股东的综合收益总额||6,307,990.22|3,532,696.56
八、每股收益：|||
（一）基本每股收益(元/股)||0.13|0.09
（二）稀释每股收益(元/||0.13|0.09
