page|102
项目|2019 年度|2018 年度
一、经营活动产生的现金流量：||
销售商品、提供劳务收到的现金|285,448,208.91|298,433,471.75
客户存款和同业存放款项净增加额||
向中央银行借款净增加额||
向其他金融机构拆入资金净增加额||
收到原保险合同保费取得的现金||
收到再保业务现金净额||
保户储金及投资款净增加额||
收取利息、手续费及佣金的现金||
拆入资金净增加额||
回购业务资金净增加额||
代理买卖证券收到的现金净额||
收到的税费返还|6,508,020.67|9,493,492.66
收到其他与经营活动有关的现金|11,561,401.79|6,863,082.77
经营活动现金流入小计|303,517,631.37|314,790,047.18
购买商品、接受劳务支付的现金|178,642,295.88|179,259,987.34
客户贷款及垫款净增加额||
存放中央银行和同业款项净增加额||
支付原保险合同赔付款项的现金||
拆出资金净增加额||
page|103
支付利息、手续费及佣金的现金||
支付保单红利的现金||
支付给职工以及为职工支付的现金|64,434,708.29|61,635,195.31
支付的各项税费|14,531,454.99|24,702,976.34
支付其他与经营活动有关的现金|41,573,355.73|36,507,682.26
经营活动现金流出小计|299,181,814.89|302,105,841.25
经营活动产生的现金流量净额|4,335,816.48|12,684,205.93
二、投资活动产生的现金流量：||
收回投资收到的现金|768,427,366.28|745,418,652.59
取得投资收益收到的现金|18,022,669.37|16,710,325.89
处置固定资产、无形资产和其他长期资产收回的现金净额|2,399.74|15,185.47
处置子公司及其他营业单位收到的现金净额||
收到其他与投资活动有关的现金||
投资活动现金流入小计|786,452,435.39|762,144,163.95
购建固定资产、无形资产和其他长期资产支付的现金|59,208,551.25|45,371,726.41
投资支付的现金|608,640,000.00|710,100,000.00
质押贷款净增加额||
取得子公司及其他营业单位支付的现金净额||
支付其他与投资活动有关的现金||
投资活动现金流出小计|667,848,551.25|755,471,726.41
投资活动产生的现金流量净额|118,603,884.14|6,672,437.54
三、筹资活动产生的现金流量：||
吸收投资收到的现金|2,500,000.00|
其中：子公司吸收少数股东投资收到的现金|2,500,000.00|
取得借款收到的现金||
收到其他与筹资活动有关的现金||
page|104
筹资活动现金流入小计|2,500,000.00|
偿还债务支付的现金||
分配股利、利润或偿付利息支付的现金|4,650,000.00|8,400,000.00
其中：子公司支付给少数股东的股利、利润||
支付其他与筹资活动有关的现金||
筹资活动现金流出小计|4,650,000.00|8,400,000.00
筹资活动产生的现金流量净额|-2,150,000.00|-8,400,000.00
四、汇率变动对现金及现金等价物的影响||
五、现金及现金等价物净增加额|120,789,700.62|10,956,643.47
加：期初现金及现金等价物余额|38,722,915.07|27,766,271.60
六、期末现金及现金等价物余额|159,512,615.69|38,722,915.07
