page|61
项目|附注|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：|||
货币资金|七、1|475,919,186.92|419,463,826.80
结算备付金|||
拆出资金|||
交易性金融资产|七、2|533,199,690.65|353,858,676.14
衍生金融资产|||
应收票据|七、4|14,090,536.74|19,251,999.67
应收账款|七、5|501,015,400.44|475,422,621.80
应收款项融资|七、6|105,291,801.18|317,495,652.26
预付款项|七、7|16,193,616.63|14,152,373.57
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款|七、8|10,646,177.34|62,592,376.09
其中：应收利息|||
应收股利|||
买入返售金融资产|||
存货|七、9|906,105,585.35|871,326,979.79
合同资产|七、10|30,784,688.88|39,408,905.11
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产|||88,414.42
流动资产合计||2,593,246,684.13|2,573,061,825.65
非流动资产：|||
发放贷款和垫款|||
债权投资|||
其他债权投资|||
长期应收款|||
长期股权投资|||
其他权益工具投资|||
其他非流动金融资产|七、19|20,423,556.65|
投资性房地产|||
固定资产|七、21|534,243,176.50|500,066,299.94
在建工程|七、22|191,692,969.68|179,028,036.39
生产性生物资产|||
油气资产|||
使用权资产|||
无形资产|七、26|141,143,771.25|88,446,112.88
page|62
开发支出|||
商誉|||
长期待摊费用|七、29|47,739.79|67,904.87
递延所得税资产|七、30|17,711,051.84|16,313,468.85
其他非流动资产|七、31|51,232,172.62|73,091,455.17
非流动资产合计||956,494,438.33|857,013,278.10
资产总计||3,549,741,122.46|3,430,075,103.75
流动负债：|||
短期借款|七、32|133,704,683.33|212,151,861.11
向中央银行借款|||
拆入资金|||
交易性金融负债|||
衍生金融负债|||
应付票据|七、35|453,095,323.09|344,415,147.12
应付账款|七、36|327,649,286.31|301,144,631.67
预收款项|||
合同负债|七、38|79,903,919.66|86,286,673.85
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬|七、39|18,645,472.36|17,416,866.20
应交税费|七、40|10,217,166.52|4,499,454.97
其他应付款|七、41|11,779,256.41|12,408,372.48
其中：应付利息|||
应付股利|||
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债|||
其他流动负债|七、44|9,387,132.07|10,495,672.03
流动负债合计||1,044,382,239.75|988,818,679.43
非流动负债：|||
保险合同准备金|||
长期借款|||
应付债券|||
其中：优先股|||
永续债|||
租赁负债|||
长期应付款|||
长期应付职工薪酬|||
预计负债|||
递延收益|七、51|31,213,560.21|35,504,321.49
递延所得税负债|七、30|1,881,142.45|1,119,774.68
page|63
其他非流动负债|||
非流动负债合计||33,094,702.66|36,624,096.17
负债合计||1,077,476,942.41|1,025,442,775.60
所有者权益（或股东权益）：|||
实收资本（或股本）|七、53|400,758,848.00|400,758,848.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积|七、55|903,301,326.21|903,301,326.21
减：库存股|||
其他综合收益|||
专项储备|七、58|959,458.32|1,471,995.28
盈余公积|七、59|178,416,286.78|160,882,045.28
一般风险准备|||
未分配利润|七、60|988,828,260.74|938,218,113.38
归属于母公司所有者权益（或股东权益）合计||2,472,264,180.05|2,404,632,328.15
少数股东权益|||
所有者权益（或股东权益）合计||2,472,264,180.05|2,404,632,328.15
负债和所有者权益（或股东权益）总计||3,549,741,122.46|3,430,075,103.75
