page|101
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||5,341,272,851|4,939,465,476
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
page|102
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||229,917,342|28,883,452
收到其他与经营活动有关的现金||40,842,009|10,332,104
经营活动现金流入小计||5,612,032,202|4,978,681,032
购买商品、接受劳务支付的现金||3,369,088,512|3,624,689,079
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||252,014,913|183,034,862
支付的各项税费||409,918,429|354,407,809
支付其他与经营活动有关的现金|七、78|62,795,827|61,075,118
经营活动现金流出小计||4,093,817,681|4,223,206,868
经营活动产生的现金流量净额||1,518,214,521|755,474,164
二、投资活动产生的现金流量：|||
收回投资收到的现金||6,005,239,422|2,937,155,935
取得投资收益收到的现金||53,565,921|18,924,783
page|103
处置固定资产、无形资产和其他长期资产收回的现金净额|||
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||
投资活动现金流入小计||6,058,805,343|2,956,080,718
购建固定资产、无形资产和其他长期资产支付的现金||989,434,705|49,575,917
投资支付的现金||10,612,865,022|3,420,155,935
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|七、78||
投资活动现金流出小计||11,602,299,727|3,469,731,852
投资活动产生的现金流量净额||-5,543,494,384|-513,651,134
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||4,381,328,254|6,588,925
其中：子公司吸收少数股东投资收到的现金||10,000|
取得借款收到的现金|||
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||4,381,328,254|6,588,925
偿还债务支付的现金|||
减少注册资本支付的现金|||6,570,000
分配股利、利润或偿付利息支付的现金||133,333,334|11,606,358
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|七、78|13,608,012|8,540,581
筹资活动现金流出小计||146,941,346|26,716,939
page|104
筹资活动产生的现金流量净额||4,234,386,908|-20,128,014
四、汇率变动对现金及现金等价物的影响||-7,178,962|246,351
五、现金及现金等价物净增加额||201,928,083|221,941,367
加：期初现金及现金等价物余额||247,814,287|25,872,920
六、期末现金及现金等价物余额||449,742,370|247,814,287
