page|68
项目|附注|2019 年度|2018 年度
一、营业总收入||2,969,624,533.76|3,041,212,185.66
其中：营业收入|（三十三）|2,969,624,533.76|3,041,212,185.66
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||2,804,184,234.39|2,795,520,955.28
其中：营业成本|（三十四）|1,970,857,245.01|1,996,095,867.74
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|（三十四）|27,651,096.87|26,141,454.79
销售费用|（三十五）|467,244,770.57|459,426,030.54
管理费用|（三十六）|311,437,018.17|283,204,434.71
研发费用|（三十七）|44,565,763.07|48,376,789.40
财务费用|（三十八）|-17,571,659.30|-17,723,621.90
其中：利息费用||1,802,284.00|
利息收入||21,617,104.49|18,824,264.60
加：其他收益|（三十九）|13,412,686.86|10,874,066.98
投资收益（损失以“－”号填列）|（四十）|43,388,989.35|47,924,208.25
page|69
其中：对联营企业和合营企业的投资收益|||
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|（四十一）|-2,940,000.00|
信用减值损失（损失以“-”号填列）|（四十二）|-13,590,925.20|
资产减值损失（损失以“-”号填列）|（四十三）|-53,565,775.53|-87,675,432.74
资产处置收益（损失以“－”号填列）|（四十四）|3,037,987.68|321,908.97
三、营业利润（亏损以“－”号填列）||155,183,262.53|217,135,981.84
加：营业外收入|（四十五）|30,317,998.00|34,885,444.96
减：营业外支出|（四十六）|4,705,073.78|3,675,119.15
四、利润总额（亏损总额以“－”号填列）||180,796,186.75|248,346,307.65
减：所得税费用|（四十七）|52,329,075.19|55,644,151.61
五、净利润（净亏损以“－”号填列）||128,467,111.56|192,702,156.04
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||128,467,111.56|192,702,156.04
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||130,649,164.09|196,055,111.31
2.少数股东损益（净亏损以“-”号填列）||-2,182,052.53|-3,352,955.27
六、其他综合收益的税后净额|||-4,624,000.00
（一）归属母公司所有者的其他综合收益的税后净额|||-4,624,000.00
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益|||-4,624,000.00
（1）权益法下可转损益的其他综|||
page|70
合收益|||
（2）其他债权投资公允价值变动|||
（3）可供出售金融资产公允价值变动损益|||-4,624,000.00
（4）金融资产重分类计入其他综合收益的金额|||
（5）持有至到期投资重分类为可供出售金融资产损益|||
（6）其他债权投资信用减值准备|||
（7）现金流量套期储备（现金流量套期损益的有效部分）|||
（8）外币财务报表折算差额|||
（9）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||128,467,111.56|188,078,156.04
（一）归属于母公司所有者的综合收益总额||130,649,164.09|191,431,111.31
（二）归属于少数股东的综合收益总额||-2,182,052.53|-3,352,955.27
八、每股收益：|||
（一）基本每股收益(元/股)|（四十八）|0.22|0.34
（二）稀释每股收益(元/股)|（四十八）|0.22|0.34
