page|89
项目|附注|2019 年 12 月 31 日|2018 年 12 月 31 日
流动资产：|||
货币资金|六、1|1,057,276,202.70|754,694,927.49
结算备付金|||
拆出资金|||
交易性金融资产|六、2|50,000,000.00|
以公 允价值计量且 其变动计入当期损益的金融资产|||3,505,370.00
衍生金融资产|||
应收票据|六、3|16,970,100.00|241,366,793.25
应收账款|六、4|739,871,903.47|692,825,112.70
应收款项融资|六、5|189,468,541.19|
预付款项|六、6|276,214,765.53|385,231,778.37
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款|六、7|154,962,447.85|94,385,356.94
其中：应收利息|||
应收股利||1,025,300.00|1,092,300.00
买入返售金融资产|||
存货|六、8|4,436,853,873.99|3,894,629,521.67
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产|六、9|232,187,703.28|248,982,341.09
流动资产合计||7,153,805,538.01|6,315,621,201.51
非流动资产：|||
发放贷款和垫款|||
债权投资|||
可供出售金融资产|||158,363,814.94
其他债权投资|||
持有至到期投资|||
长期应收款|||
长期股权投资|六、10|186,487,480.31|128,963,925.19
其他权益工具投资|六、11|145,514,939.94|
其他非流动金融资产|||
投资性房地产|||
固定资产|六、12|536,211,694.01|579,478,306.29
在建工程|六、13|44,780,233.14|32,505,322.59
生产性生物资产|||
油气资产|||
使用权资产|||
无形资产|六、14|316,488,502.22|382,487,891.30
page|90
开发支出|||
商誉|六、15|553,154,973.29|725,975,131.91
长期待摊费用|六、16|4,845,553.48|4,957,175.73
递延所得税资产|六、17|92,621,642.03|89,370,204.19
其他非流动资产|六、18|415,581,422.46|373,769,735.97
非流动资产合计||2,295,686,440.88|2,475,871,508.11
资产总计||9,449,491,978.89|8,791,492,709.62
流动负债：|||
短期借款|六、19|2,015,430,347.83|1,615,186,903.27
向中央银行借款|||
拆入资金|||
交易性金融负债|||
以公 允价值计量且 其变动计入当期损益的金融负债|||
衍生金融负债|||
应付票据|六、20|217,896,214.97|233,824,901.60
应付账款|六、21|904,834,681.38|426,404,563.97
预收款项|六、22|203,714,576.17|248,770,627.44
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬|六、23|54,711,269.92|57,227,714.74
应交税费|六、24|193,633,663.30|228,619,746.31
其他应付款|六、25|128,453,449.68|119,874,560.37
其中：应付利息||3,726,962.86|4,004,170.65
应付股利||40,082,076.13|40,081,509.88
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债|六、26|32,500,000.00|135,000,000.00
其他流动负债|||
流动负债合计||3,751,174,203.25|3,064,909,017.70
非流动负债：|||
保险合同准备金|||
长期借款|六、27|149,000,000.00|264,000,000.00
应付债券|||
其中：优先股|||
永续债|||
租赁负债|||
长期应付款|||
长期应付职工薪酬|||
预计负债|||
递延收益|六、28|30,349,175.66|35,452,249.00
递延所得税负债|六、17|40,027,131.23|44,070,324.13
其他非流动负债|||
非流动负债合计||219,376,306.89|343,522,573.13
负债合计||3,970,550,510.14|3,408,431,590.83
page|91
所有者权益（或股东权益）：|||
实收资本（或股本）|六、29|1,755,167,067.00|1,755,167,067.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积|六、30|2,110,396,726.32|2,110,396,726.32
减：库存股|六、31|21,502,977.43|21,502,977.43
其他综合收益|六、32|52,175,476.35|17,572,258.66
专项储备|六、33|2,920,460.43|1,075,457.57
盈余公积|六、34|14,117,069.24|14,117,069.24
一般风险准备|||
未分配利润|六、35|1,364,816,904.92|1,315,870,548.48
归属 于母公司所有 者权益（或股东权益）合计||5,278,090,726.83|5,192,696,149.84
少数股东权益||200,850,741.92|190,364,968.95
所 有 者 权 益 （ 或 股 东 权益）合计||5,478,941,468.75|5,383,061,118.79
负债和所有者权益（或股东权益）总计||9,449,491,978.89|8,791,492,709.62
