page|91
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||6,359,377,604.46|5,359,024,383.09
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||80,905,977.79|84,381,159.75
收到其他与经营活动有关的现金|七、78（1）|65,167,276.34|63,358,541.36
经营活动现金流入小计||6,505,450,858.59|5,506,764,084.20
购买商品、接受劳务支付的现金||4,095,155,296.95|3,353,496,064.03
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
page|92
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||920,025,119.21|762,907,555.43
支付的各项税费||346,127,478.79|324,030,614.85
支付其他与经营活动有关的现金|七、78（2）|394,236,383.28|341,038,415.16
经营活动现金流出小计||5,755,544,278.23|4,781,472,649.47
经营活动产生的现金流量净额||749,906,580.36|725,291,434.73
二、投资活动产生的现金流量：|||
收回投资收到的现金|||
取得投资收益收到的现金||835,900.00|5,261,583.87
处置固定资产、无形资产和其他长期资产收回的现金净额||333,226.80|368,133.50
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||
投资活动现金流入小计||1,169,126.80|5,629,717.37
购建固定资产、无形资产和其他长期资产支付的现金||41,288,138.30|58,827,260.07
投资支付的现金|||
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计||41,288,138.30|58,827,260.07
投资活动产生的现金流量净额||-40,119,011.50|-53,197,542.70
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||1,620,000,000.00|1,569,750,000.00
收到其他与筹资活动有关的现金|七、78（5）|130,100,000.00|326,000,000.00
筹资活动现金流入小计||1,750,100,000.00|1,895,750,000.00
偿还债务支付的现金||1,581,900,000.00|1,996,000,000.00
分配股利、利润或偿付利息支付的现金||189,007,157.24|206,076,210.35
其中：子公司支付给少数股东的股利、利润||116,543,702.90|117,146,649.72
支付其他与筹资活动有关的|七、78（6）|220,205,555.56|316,000,000.00
page|93
现金|||
筹资活动现金流出小计||1,991,112,712.80|2,518,076,210.35
筹资活动产生的现金流量净额||-241,012,712.80|-622,326,210.35
四、汇率变动对现金及现金等价物的影响||-656,306.53|556,395.43
五、现金及现金等价物净增加额||468,118,549.53|50,324,077.11
加：期初现金及现金等价物余额||1,298,569,611.10|1,248,245,533.99
|六、期末现金及现金等价物余额  七、79（1-4）|1,766,688,160.63|1,298,569,611.10
