page|72
项目|附注|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：|||
货币资金|（七）1|130,776,266.15|224,825,259.42
交易性金融资产|（七）2|96,062,827.39|56,322,191.77
衍生金融资产||0.00|0.00
应收票据|（七）4|5,045,943.70|17,671,672.18
应收账款|（七）5|554,508,188.40|395,235,486.94
应收款项融资|（七）6|26,639,054.35|144,631,260.37
预付款项|（七）7|27,223,465.94|7,944,204.82
其他应收款|（七）8|2,355,372.61|1,206,347.52
其中：应收利息|||
应收股利|||
存货|（七）9|321,170,223.94|245,569,683.40
合同资产||0.00|0.00
持有待售资产||0.00|0.00
一年内到期的非流动资产||0.00|0.00
其他流动资产|（七）13|1,530,720.55|1,787,897.10
流动资产合计||1,165,312,063.03|1,095,194,003.52
非流动资产：|||
债权投资||0.00|0.00
其他债权投资||0.00|0.00
长期应收款||0.00|0.00
长期股权投资||0.00|0.00
其他权益工具投资||0.00|0.00
其他非流动金融资产||0.00|0.00
投资性房地产||0.00|0.00
固定资产|（七）21|509,974,537.11|517,420,842.92
在建工程|（七）22|59,490,985.46|19,022,516.99
生产性生物资产||0.00|0.00
油气资产||0.00|0.00
使用权资产||0.00|0.00
page|73
无形资产|（七）26|47,610,386.87|48,751,281.67
开发支出||0.00|0.00
商誉||0.00|0.00
长期待摊费用||0.00|0.00
递延所得税资产|（七）30|6,932,599.22|6,091,318.69
其他非流动资产|（七）31|7,318,113.27|46,215,532.03
非流动资产合计||631,326,621.93|637,501,492.30
资产总计||1,796,638,684.96|1,732,695,495.82
流动负债：|||
短期借款|（七）32|15,000,000.00|67,000,000.00
交易性金融负债|（七）33|298,900.00|0.00
衍生金融负债||0.00|0.00
应付票据||0.00|0.00
应付账款|（七）36|51,118,940.99|64,683,057.78
预收款项|（七）37|569,810.34|412,180.45
合同负债|（七）38|2,175,369.25|557,997.98
应付职工薪酬|（七）39|5,536,609.77|7,499,233.48
应交税费|（七）40|15,225,552.89|13,515,092.26
其他应付款|（七）41|30,312,193.52|32,279,250.46
其中：应付利息||0.00|0.00
应付股利||0.00|0.00
持有待售负债||0.00|0.00
一年内到期的非流动负债|（七）43|10,000,000.00|2,000,000.00
其他流动负债|（七）44|5,835,108.06|7,465,547.76
流动负债合计||136,072,484.82|195,412,360.17
非流动负债：|||
长期借款|（七）48|5,000,000.00|38,000,000.00
应付债券||0.00|0.00
其中：优先股||0.00|0.00
永续债||0.00|0.00
租赁负债||0.00|0.00
长期应付款||0.00|0.00
长期应付职工薪酬||0.00|0.00
预计负债||0.00|0.00
递延收益|（七）51|8,116,815.58|5,025,106.47
递延所得税负债|（七）30|9,424.11|48,328.77
其他非流动负债||0.00|0.00
非流动负债合计||13,126,239.69|43,073,435.24
负债合计||149,198,724.51|238,485,795.41
所有者权益（或股东权益）：|||
实收资本（或股本）|（七）53|401,000,000.00|401,000,000.00
其他权益工具||0.00|0.00
page|74
其中：优先股||0.00|0.00
永续债||0.00|0.00
资本公积|（七）55|361,990,087.05|361,990,087.05
减：库存股||0.00|0.00
其他综合收益|（七）57|-254,065.00|0.00
专项储备|（七）58|25,731,468.87|21,106,699.38
盈余公积|（七）59|119,948,246.97|90,626,291.41
未分配利润|（七）60|739,024,222.56|619,486,622.57
所有者权益（或股东权益）合计||1,647,439,960.45|1,494,209,700.41
负债和所有者权益（或股东权益）总计||1,796,638,684.96|1,732,695,495.82
page|75
二、营业利润（亏损以“－”号填列）||340,834,195.50|368,161,727.53
加：营业外收入|（七）74|2,546,390.30|6,239,194.92
减：营业外支出|（七）75|2,420.40|1,102,898.94
三、利润总额（亏损总额以“－”号填列）||343,378,165.40|373,298,023.51
减：所得税费用|（七）76|50,158,609.85|55,624,244.43
四、净利润（净亏损以“－”号填列）||293,219,555.55|317,673,779.08
（一）持续经营净利润（净亏损以“－”号填列）||293,219,555.55|317,673,779.08
（二）终止经营净利润（净亏损以“－”号填列）||0.00|0.00
五、其他综合收益的税后净额||-254,065.00|0.00
（一）不能重分类进损益的其他综合收益||0.00|0.00
1.重新计量设定受益计划变动额||0.00|0.00
2.权益法下不能转损益的其他综合收益||0.00|0.00
3.其他权益工具投资公允价值变动||0.00|0.00
4.企业自身信用风险公允价值变动||0.00|0.00
（二）将重分类进损益的其他综合收益||-254,065.00|0.00
1.权益法下可转损益的其他综合收益||0.00|0.00
2.其他债权投资公允价值变动||0.00|0.00
3.金融资产重分类计入其他综合收益的金额||0.00|0.00
4.其他债权投资信用减值准备||0.00|0.00
5.现金流量套期储备||-254,065.00|0.00
6.外币财务报表折算差额||0.00|0.00
7.其他||0.00|0.00
六、综合收益总额||292,965,490.55|317,673,779.08
七、每股收益：|||
（一）基本每股收益(元/股)||0.7312|0.7922
（二）稀释每股收益(元/股)||0.7312|0.7922
page|76
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||2,032,121,461.47|1,609,297,366.40
收到的税费返还||15,716,746.04|17,568,345.49
收到其他与经营活动有关的现金|（七）78|9,326,887.40|12,839,703.55
经营活动现金流入小计||2,057,165,094.91|1,639,705,415.44
购买商品、接受劳务支付的现金||1,617,345,809.96|1,285,288,819.94
支付给职工及为职工支付的现金||82,223,195.75|75,882,980.89
支付的各项税费||71,487,534.35|72,483,915.82
支付其他与经营活动有关的现金|（七）78|71,040,100.83|51,626,680.13
经营活动现金流出小计||1,842,096,640.89|1,485,282,396.78
经营活动产生的现金流量净额||215,068,454.02|154,423,018.66
二、投资活动产生的现金流量：|||
收回投资收到的现金||638,702,875.00|780,000,000.00
取得投资收益收到的现金||3,572,421.93|4,865,912.77
处置固定资产、无形资产和其他长期资产收回的现金净额||0.00|35,111.95
处置子公司及其他营业单位收到的现金净额||0.00|0.00
收到其他与投资活动有关的现金|（七）78|0.00|19,300,000.00
投资活动现金流入小计||642,275,296.93|804,201,024.72
购建固定资产、无形资产和其他长期资产支付的现金||44,334,531.75|87,452,178.86
投资支付的现金||678,702,875.00|636,000,000.00
取得子公司及其他营业单位支付的现金净额||0.00|0.00
支付其他与投资活动有关的现金||0.00|0.00
投资活动现金流出小计||723,037,406.75|723,452,178.86
投资活动产生的现金流量净额||-80,762,109.82|80,748,845.86
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||0.00|0.00
取得借款收到的现金||20,000,000.00|107,000,000.00
收到其他与筹资活动有关的现金||0.00|0.00
筹资活动现金流入小计||20,000,000.00|107,000,000.00
偿还债务支付的现金||97,000,000.00|235,000,000.00
