page|76
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||2,032,121,461.47|1,609,297,366.40
收到的税费返还||15,716,746.04|17,568,345.49
收到其他与经营活动有关的现金|（七）78|9,326,887.40|12,839,703.55
经营活动现金流入小计||2,057,165,094.91|1,639,705,415.44
购买商品、接受劳务支付的现金||1,617,345,809.96|1,285,288,819.94
支付给职工及为职工支付的现金||82,223,195.75|75,882,980.89
支付的各项税费||71,487,534.35|72,483,915.82
支付其他与经营活动有关的现金|（七）78|71,040,100.83|51,626,680.13
经营活动现金流出小计||1,842,096,640.89|1,485,282,396.78
经营活动产生的现金流量净额||215,068,454.02|154,423,018.66
二、投资活动产生的现金流量：|||
收回投资收到的现金||638,702,875.00|780,000,000.00
取得投资收益收到的现金||3,572,421.93|4,865,912.77
处置固定资产、无形资产和其他长期资产收回的现金净额||0.00|35,111.95
处置子公司及其他营业单位收到的现金净额||0.00|0.00
收到其他与投资活动有关的现金|（七）78|0.00|19,300,000.00
投资活动现金流入小计||642,275,296.93|804,201,024.72
购建固定资产、无形资产和其他长期资产支付的现金||44,334,531.75|87,452,178.86
投资支付的现金||678,702,875.00|636,000,000.00
取得子公司及其他营业单位支付的现金净额||0.00|0.00
支付其他与投资活动有关的现金||0.00|0.00
投资活动现金流出小计||723,037,406.75|723,452,178.86
投资活动产生的现金流量净额||-80,762,109.82|80,748,845.86
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||0.00|0.00
取得借款收到的现金||20,000,000.00|107,000,000.00
收到其他与筹资活动有关的现金||0.00|0.00
筹资活动现金流入小计||20,000,000.00|107,000,000.00
偿还债务支付的现金||97,000,000.00|235,000,000.00
page|77
分配股利、利润或偿付利息支付的现金||147,208,153.68|105,132,550.97
支付其他与筹资活动有关的现金||0.00|0.00
筹资活动现金流出小计||244,208,153.68|340,132,550.97
筹资活动产生的现金流量净额||-224,208,153.68|-233,132,550.97
四、汇率变动对现金及现金等价物的影响||-4,147,183.79|-12,711,650.94
五、现金及现金等价物净增加额||-94,048,993.27|-10,672,337.39
加：期初现金及现金等价物余额||224,825,259.42|235,497,596.81
六、期末现金及现金等价物余额||130,776,266.15|224,825,259.42
