page|118
项目|附注|2021 年 12 月 31 日|2020 年 12 月 31 日|项目|附注|2021 年 12 月 31 日|2020 年 12 月 31 日
资产：||||负债：|||
货币资金|五、1|24,336,694,480.78|20,672,948,549.44|短期借款|五、22|1,351,836,192.00|1,341,035,510.40
|其中：客户资金存款 五、1|19,996,229,415.44|16,802,693,176.72|应付短期融资款|五、23|10,767,564,274.46|6,291,137,602.74
结算备付金|五、2|5,698,675,865.67|4,693,547,293.65|拆入资金|五、24|100,000,000.00|100,000,000.00
其中：客户备付金|五、2|4,446,055,344.28|3,726,861,222.79|交易性金融负债|五、25|521,775,965.52|2,890,482,394.42
贵金属||||衍生金融负债|五、4|8,508,601.47|
拆出资金||||卖出回购金融资产款|五、26|26,700,735,354.30|14,519,596,559.13
融出资金|五、3|18,751,315,313.18|16,272,958,826.42|代理买卖证券款|五、27|23,938,578,125.46|20,452,517,212.50
衍生金融资产|五、4|10,606,658.94||代理承销证券款|||
存出保证金|五、5|2,271,264,914.56|87,670,263.62|应付职工薪酬|五、28|298,774,706.87|234,294,833.68
应收款项|五、6|377,070,069.98|485,733,685.71|应交税费|五、29|518,614,058.67|325,052,408.91
应收款项融资||||应付款项|五、30|2,081,876,687.49|1,131,670,210.23
合同资产||||合同负债|五、31|20,953,021.69|6,207,547.17
买入返售金融资产|五、7|4,879,561,181.73|7,438,436,294.36|持有待售负债|||
持有待售资产||||预计负债|五、32|35,000,000.00|35,000,000.00
金融投资：||||长期借款|五、33|245,280,000.00|
交易性金融资产|五、8|16,829,375,655.63|11,989,743,400.44|应付债券|五、34|15,249,467,900.61|12,204,209,178.84
债权投资|五、9|1,404,303,702.92|578,298,027.06|其中：优先股|||
其他债权投资|五、10|34,234,080,531.24|22,653,807,194.83|永续债|||
其他权益工具投资||||租赁负债|五、35|140,173,914.69|
长期股权投资|五、11|3,505,687,724.15|3,456,305,609.02|递延收益|||
投资性房地产||||递延所得税负债|五、17|241,911,551.42|75,475,373.49
固定资产|五、12|1,265,985,188.68|1,277,282,619.88|其他负债|五、36|85,285,166.08|78,590,867.99
在建工程|五、13|98,535,032.73|90,541,622.23|负债合计||82,306,335,520.73|59,685,269,699.50
使用权资产|五、14|147,132,192.06||所有者权益：|||
无形资产|五、15|101,179,919.70|86,827,450.75|股本|五、37|4,363,777,891.00|4,363,777,891.00
商誉|五、16|120,876,333.75|120,876,333.75|其他权益工具|||
递延所得税资产|五、17|497,170,447.74|482,723,138.39|其中：优先股|||
其他资产|五、18|88,609,214.99|169,603,739.29|永续债|||
||||资本公积|五、38|17,009,412,127.17|17,009,412,127.17
||||减：库存股|||
||||其他综合收益|五、39|401,737,348.16|-8,793,850.42
||||盈余公积|五、40|1,602,999,237.60|1,453,381,958.87
||||一般风险准备|五、41|3,290,169,214.38|2,979,932,469.96
||||未分配利润|五、42|5,629,693,046.86|5,061,764,572.85
||||归属于母公司所有者权益合计||32,297,788,865.17|30,859,475,169.43
||||少数股东权益|五、43|14,000,042.53|12,559,179.91
||||所有者权益合计||32,311,788,907.70|30,872,034,349.34
资产总计||114,618,124,428.43|90,557,304,048.84|负债和所有者权益总计||114,618,124,428.43|90,557,304,048.84
page|119
项目|附注|2021 年度|2020 年度
一、营业总收入||6,109,751,584.75|4,528,625,617.88
利息净收入|五、44|1,847,356,648.83|1,539,016,324.09
利息收入|五、44|3,199,689,126.46|2,744,813,937.56
利息支出|五、44|1,352,332,477.63|1,205,797,613.47
手续费及佣金净收入|五、45|2,250,724,050.83|1,725,175,854.26
其中：经纪业务手续费净收入|五、45|1,177,936,185.16|1,010,576,181.09
投资银行业务手续费净收入|五、45|950,182,587.66|621,952,833.33
资产管理业务手续费净收入|五、45|105,863,194.56|82,849,293.73
投资收益（损失以“－”列示）|五、46|1,043,788,828.27|992,291,569.22
其中：对联营企业和合营企业的投资收益|五、46|140,956,710.41|175,411,269.62
以摊余成本计量的金融资产终止确认产生的收益（损失以“-”号填列）|五、46||-2,794,612.39
净敞口套期收益（损失以“-”号填列）|||
其他收益|五、47|6,408,701.66|6,490,938.91
公允价值变动收益（损失以“－”列示）|五、48|185,379,635.62|24,712,523.49
汇兑收益（损失以“－”列示）||47,658,628.03|23,054,304.37
其他业务收入|五、49|728,494,593.96|212,691,672.83
资产处置收益（损失以“-”号填列）|五、50|-59,502.45|5,192,430.71
二、营业总支出||3,668,754,731.38|2,773,845,491.20
税金及附加|五、51|48,611,144.44|43,333,009.02
业务及管理费|五、52|2,413,864,302.01|2,037,267,386.93
信用减值损失|五、53|480,144,207.75|487,493,405.58
其他资产减值损失|五、54|5,878,037.75|2,219,632.63
其他业务成本|五、55|720,257,039.43|203,532,057.04
三、营业利润（亏损以“－”列示）||2,440,996,853.37|1,754,780,126.68
加：营业外收入|五、56|9,159,863.01|33,823,040.62
减：营业外支出|五、57|9,126,835.36|54,263,518.91
四、利润总额（亏损总额以“－”列示）||2,441,029,881.02|1,734,339,648.39
减：所得税费用|五、58|530,315,938.41|363,464,984.56
五、净利润（净亏损以“－”列示）||1,910,713,942.61|1,370,874,663.83
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||1,910,713,942.61|1,370,874,663.83
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权属分类|||
1.归属于母公司所有者的净利润||1,909,272,808.14|1,370,096,738.86
2.少数股东损益||1,441,134.47|777,924.97
六、其他综合收益的税后净额||410,531,198.58|-228,216,587.38
归属母公司所有者的其他综合收益的税后净额||410,531,198.58|-228,216,587.38
（一）不能重分类进损益的其他综合收益|||
1.重新计量设定受益计划的变动额|||
2.权益法下不能转损益的其他综合收益|||
3.其他权益工具投资公允价值变动|||
4.企业自身信用风险公允价值变动|||
5.其他|||
（二）将重分类进损益的其他综合收益||410,531,198.58|-228,216,587.38
1.权益法下可转损益的其他综合收益||-229,218.24|-437,347.64
2.其他债权投资公允价值变动||481,224,980.74|-106,492,213.07
3.金融资产重分类计入其他综合收益的金额|||
4.其他债权投资信用损失准备||-27,783,175.20|-27,253,966.94
5.现金流量套期储备|||
6.外币财务报表折算差额||-42,681,388.72|-94,033,059.73
