page|68
项目|附注|2020 年度|2019 年度
一、营业总收入||714,763,820.37|1,007,890,013.01
其中：营业收入|七、61|714,763,820.37|1,007,890,013.01
利息收入|||
page|69
已赚保费|||
手续费及佣金收入|||
二、营业总成本||603,271,731.70|864,118,220.10
其中：营业成本|七、61|505,849,834.78|734,237,144.64
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|七、62|1,109,456.20|1,528,916.95
销售费用|七、63|2,452,193.84|3,713,165.61
管理费用|七、64|49,658,053.71|66,667,979.50
研发费用|七、65|24,968,423.51|34,347,185.56
财务费用|七、66|19,233,769.66|23,623,827.84
其中：利息费用||41,088,940.99|38,485,425.51
利息收入||22,271,482.31|15,677,271.92
加：其他收益|七、67|1,243,377.45|4,035,015.19
投资收益（损失以“－”号填列）|七、68|6,420,110.27|985,282.67
其中：对联营企业和合营企业的投资收益||456,605.55|985,282.67
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|||
信用减值损失（损失以“-”号填列）|七、71|-8,040,066.07|-3,362,318.34
资产减值损失（损失以“-”号填列）|七、72|-6,288,445.35|
资产处置收益（损失以“－”号填列）|七、73|35,329.11|10,946,613.18
三、营业利润（亏损以“－”号填列）||104,862,394.08|156,376,385.61
加：营业外收入|七、74|418,657.00|100,407.50
减：营业外支出|七、75|144,046.90|199,541.26
四、利润总额（亏损总额以“－”号填列）||105,137,004.18|156,277,251.85
减：所得税费用|七、76|12,245,714.17|19,753,352.64
五、净利润（净亏损以“－”号填列）||92,891,290.01|136,523,899.21
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||92,891,290.01|136,523,899.21
2.终止经营净利润（净亏损以“－”号填列）|||
page|70
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||92,916,066.42|136,548,143.59
2.少数股东损益（净亏损以“-”号填列）||-24,776.41|-24,244.38
六、其他综合收益的税后净额|||
（一）归属母公司所有者的其他综合收益的税后净额|||
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益|||
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额|||
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||92,891,290.01|136,523,899.21
（一）归属于母公司所有者的综合收益总额||92,916,066.42|136,548,143.59
（二）归属于少数股东的综合收益总额||-24,776.41|-24,244.38
八、每股收益：|||
（一）基本每股收益(元/股)||0.32|0.48
（二）稀释每股收益(元/股)||0.32|0.48
