page|78
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||1,400,267,902.59|1,301,943,635.79
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
page|79
代理买卖证券收到的现金净额|||
收到的税费返还||1,145,411.01|53,326.88
收到其他与经营活动有关的现金||86,563,083.33|97,089,112.10
经营活动现金流入小计||1,487,976,396.93|1,399,086,074.77
购买商品、接受劳务支付的现金||661,330,368.91|555,845,543.07
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||500,814,678.95|470,695,285.24
支付的各项税费||85,335,518.15|109,091,392.97
支付其他与经营活动有关的现金||115,825,155.76|70,760,849.89
经营活动现金流出小计||1,363,305,721.77|1,206,393,071.17
经营活动产生的现金流量净额||124,670,675.16|192,693,003.60
二、投资活动产生的现金流量：|||
收回投资收到的现金||1,515,000,000.00|903,500,000.00
取得投资收益收到的现金||27,242,337.69|23,855,608.28
处置固定资产、无形资产和其他长期资产收回的现金净额||278,777.00|12,466,931.76
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||
投资活动现金流入小计||1,542,521,114.69|939,822,540.04
购建固定资产、无形资产和其他长期资产支付的现金||22,973,204.00|28,027,072.47
投资支付的现金||1,512,847,418.60|1,016,500,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||5,040,000.00
支付其他与投资活动有关的现金||115,413,000.00|114,587,000.00
投资活动现金流出小计||1,651,233,622.60|1,164,154,072.47
投资活动产生的现金流量净额||-108,712,507.91|-224,331,532.43
三、筹资活动产生的现金流量：|||
page|80
吸收投资收到的现金||347,000.00|1,445,000.00
其中：子公司吸收少数股东投资收到的现金||347,000.00|1,445,000.00
取得借款收到的现金|||
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||347,000.00|1,445,000.00
偿还债务支付的现金|||
分配股利、利润或偿付利息支付的现金||39,790,376.25|33,691,519.00
其中：子公司支付给少数股东的股利、利润||4,903,210.62|2,739,137.80
支付其他与筹资活动有关的现金||323,452.40|150,129.58
筹资活动现金流出小计||40,113,828.65|33,841,648.58
筹资活动产生的现金流量净额||-39,766,828.65|-32,396,648.58
四、汇率变动对现金及现金等价物的影响|||
五、现金及现金等价物净增加额||-23,808,661.40|-64,035,177.41
加：期初现金及现金等价物余额||331,868,145.04|395,903,322.45
六、期末现金及现金等价物余额||308,059,483.64|331,868,145.04
