page|100
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||372,061,099.13|464,712,485.05
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净|||
page|101
额|||
收到的税费返还||18,605,966.27|11,454,357.19
收到其他与经营活动有关的现金|七、78|7,680,323.39|28,784,762.38
经营活动现金流入小计||398,347,388.79|504,951,604.62
购买商品、接受劳务支付的现金||262,381,263.42|298,929,405.60
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||77,219,521.98|63,851,817.97
支付的各项税费||27,968,743.89|29,575,663.29
支付其他与经营活动有关的现金|七、78|37,832,488.06|36,217,396.41
经营活动现金流出小计||405,402,017.35|428,574,283.27
经营活动产生的现金流量净额||-7,054,628.56|76,377,321.35
二、投资活动产生的现金流量：|||
收回投资收到的现金|||
取得投资收益收到的现金||3,166,749.52|1,551,020.88
处置固定资产、无形资产和其他长期资产收回的现金净额|||
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|七、78|1,028,200,000.00|831,200,000.00
投资活动现金流入小计||1,031,366,749.52|832,751,020.88
购建固定资产、无形资产和其他长期资产支付的现金||712,538.56|7,458,974.61
投资支付的现金|||
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|七、78|1,153,200,000.00|851,200,000.00
投资活动现金流出小计||1,153,912,538.56|858,658,974.61
投资活动产生的现金流量净额||-122,545,789.04|-25,907,953.73
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||471,077,443.40|75,495,000.00
其中：子公司吸收少数股东投资收到的现金|||
page|102
取得借款收到的现金|||25,000,000.00
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||471,077,443.40|100,495,000.00
偿还债务支付的现金||6,998,000.00|71,998,000.00
分配股利、利润或偿付利息支付的现金||968,201.99|3,384,673.77
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|七、78|11,518,867.78|225,000.00
筹资活动现金流出小计||19,485,069.77|75,607,673.77
筹资活动产生的现金流量净额||451,592,373.63|24,887,326.23
四、汇率变动对现金及现金等价物的影响||212,094.64|-43,802.21
五、现金及现金等价物净增加额||322,204,050.67|75,312,891.64
加：期初现金及现金等价物余额||105,581,275.75|30,268,384.11
六、期末现金及现金等价物余额||427,785,326.42|105,581,275.75
