page|52
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||37,612,759,871.47|34,387,154,057.28
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||60,005,111.99|65,105,186.82
收到其他与经营活动有关的现金||235,230,487.68|86,742,818.41
经营活动现金流入小计||37,907,995,471.14|34,539,002,062.51
page|53
购买商品、接受劳务支付的现金||36,269,067,916.99|32,218,341,531.96
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||602,068,279.58|561,547,165.64
支付的各项税费||331,353,386.28|434,993,995.09
支付其他与经营活动有关的现金||833,573,811.88|1,275,456,196.25
经营活动现金流出小计||38,036,063,394.73|34,490,338,888.94
经营活动产生的现金流量净额||-128,067,923.59|48,663,173.57
二、投资活动产生的现金流量：|||
收回投资收到的现金|||
取得投资收益收到的现金||2,162,259.99|337,178.01
处置固定资产、无形资产和其他长期资产收回的现金净额||3,322,888.64|2,169.91
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||
投资活动现金流入小计||5,485,148.63|339,347.92
购建固定资产、无形资产和其他长期资产支付的现金||1,091,155,483.57|829,876,620.28
投资支付的现金|||
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计||1,091,155,483.57|829,876,620.28
投资活动产生的现金流量净额||-1,085,670,334.94|-829,537,272.36
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||489,999,998.87|
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||9,231,246,050.95|7,126,861,827.52
收到其他与筹资活动有关的现金||7,451,500,000.00|4,736,311,111.09
筹资活动现金流入小计||17,172,746,049.82|11,863,172,938.61
偿还债务支付的现金||8,750,005,103.86|8,079,243,917.93
page|54
分配股利、利润或偿付利息支付的现金||516,731,492.10|512,987,666.56
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金||6,106,093,311.09|3,568,463,837.01
筹资活动现金流出小计||15,372,829,907.05|12,160,695,421.50
筹资活动产生的现金流量净额||1,799,916,142.77|-297,522,482.89
四、汇率变动对现金及现金等价物的影响||-10,097,611.70|697,986.27
五、现金及现金等价物净增加额||576,080,272.54|-1,077,698,595.41
加：期初现金及现金等价物余额||1,243,160,777.31|2,320,859,372.72
六、期末现金及现金等价物余额||1,819,241,049.85|1,243,160,777.31
