page|76
项目|附注|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：|||
货币资金|七、1|5,115,708,506.00|6,383,961,344.20
结算备付金|||
拆出资金|||
交易性金融资产|七、2|438,528,306.57|333,617,855.87
衍生金融资产|||
应收票据|七、4|669,972,738.56|2,336,118,723.70
应收账款|七、5|10,669,583,934.61|9,839,815,236.87
应收款项融资|七、6|2,578,453.65|1,500,000.00
预付款项|七、7|161,823,924.91|163,511,096.49
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款|七、8|309,425,633.02|318,682,284.91
其中：应收利息|||
应收股利|||
买入返售金融资产|||
存货|七、9|1,169,106,610.79|856,244,832.45
合同资产|七、10|3,110,798,293.65|3,575,023,845.90
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产|七、13|708,854,770.21|646,062,109.03
流动资产合计||22,356,381,171.97|24,454,537,329.42
非流动资产：|||
发放贷款和垫款|||
债权投资|七、14|10,553,320.71|
其他债权投资|||
长期应收款|||
长期股权投资|七、17|103,057,782.20|87,233,276.00
其他权益工具投资|七、18|847,670,728.85|833,261,310.55
其他非流动金融资产|七、19|694,080,506.92|710,660,783.99
投资性房地产|七、20|168,574,505.34|57,857,218.03
固定资产|七、21|1,255,184,030.88|1,225,881,319.84
在建工程|七、22|66,008,904.23|9,199,462.39
生产性生物资产|||
油气资产|||
使用权资产|七、25|459,371,847.97|
无形资产|七、26|708,389,893.71|628,722,669.04
开发支出|||
商誉|七、28|662,785,443.00|845,078,985.56
长期待摊费用|七、29|116,771,152.67|114,710,384.64
page|77
递延所得税资产|七、30|620,400,121.89|389,080,430.05
其他非流动资产|七、31|109,600,756.92|25,626,914.68
非流动资产合计||5,822,448,995.29|4,927,312,754.77
资产总计||28,178,830,167.26|29,381,850,084.19
流动负债：|||
短期借款|七、32|1,396,366,659.15|1,778,261,240.02
向中央银行借款|||
拆入资金|||
交易性金融负债|||
衍生金融负债|||
应付票据|七、35|6,386,811,755.78|5,975,814,264.79
应付账款|七、36|8,440,778,809.33|7,974,699,379.44
预收款项|||
合同负债|七、38|1,086,277,448.04|1,182,872,780.82
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬|七、39|417,246,741.23|419,061,204.55
应交税费|七、40|181,272,262.93|187,252,604.86
其他应付款|七、41|150,965,614.64|166,164,896.57
其中：应付利息|||
应付股利||431.69|
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债|七、43|353,306,375.38|75,932,361.17
其他流动负债|七、44|1,086,682,007.73|896,466,589.23
流动负债合计||19,499,707,674.21|18,656,525,321.45
非流动负债：|||
保险合同准备金|||
长期借款|七、45|317,136,836.24|279,363,501.54
应付债券|七、46|196,759,782.33|297,330,884.77
其中：优先股|||
永续债|||
租赁负债|七、47|397,088,477.56|
长期应付款|七、48||67,677,543.68
长期应付职工薪酬|||
预计负债|七、50|43,502,325.87|31,779,548.21
递延收益|七、51|30,164,344.43|37,074,999.12
递延所得税负债|七、30|22,464,038.75|28,670,328.46
其他非流动负债|||
非流动负债合计||1,007,115,805.18|741,896,805.78
负债合计||20,506,823,479.39|19,398,422,127.23
所有者权益（或股东权益）：|||
实收资本（或股本）|七、53|1,154,050,000.00|1,154,050,000.00
其他权益工具|||
其中：优先股|||
page|78
永续债|||
资本公积|七、55|3,836,110,012.96|3,836,401,315.10
减：库存股|七、56|156,911,311.53|156,911,311.53
其他综合收益|七、57|-629,747,669.85|122,552,347.61
专项储备|七、58||
盈余公积|七、59|293,142,942.15|268,720,648.32
一般风险准备|||
未分配利润|七、60|1,843,434,633.16|3,390,198,438.26
归属于母公司所有者权益（或股东权益）合计||6,340,078,606.89|8,615,011,437.76
少数股东权益||1,331,928,080.98|1,368,416,519.20
所有者权益（或股东权益）合计||7,672,006,687.87|9,983,427,956.96
负债和所有者权益（或股东权益）总计||28,178,830,167.26|29,381,850,084.19
