page|96
项目|附注|2020 年度|2019 年度
一、营业总收入||4,338,949,010.43|4,287,579,921.77
其中：营业收入|七、61|4,338,949,010.43|4,287,579,921.77
二、营业总成本||3,881,801,866.14|3,954,095,204.80
其中：营业成本|七、61|1,474,601,896.97|1,675,629,906.30
税金及附加|七、62|51,127,254.47|51,814,533.79
销售费用|七、63|2,015,935,275.18|1,881,247,724.37
管理费用|七、64|172,669,100.06|181,051,273.92
研发费用|七、65|127,894,940.10|126,186,172.30
财务费用|七、66|39,573,399.36|38,165,594.12
其中：利息费用||25,068,100.78|36,415,514.10
利息收入||2,041,274.00|1,924,907.79
加：其他收益|七、67|51,476,974.08|19,272,184.82
投资收益（损失以“－”号填列）|七、68||106,804.13
其中：对联营企业和合营企业的投资|||
page|97
收益|||
以摊余成本计量的金融资产终止确认收益|||
|信用减值损失（损失以“-”号填列）  七、71|5,206,972.30|-2,870,062.11
|资产减值损失（损失以“-”号填列）  七、72|-21,681,024.68|-21,936,409.36
|资产处置收益（损失以“－”号填列）  七、73||1,552.86
三、营业利润（亏损以“－”号填列）||492,150,065.99|328,058,787.31
加：营业外收入|七、74|6,660,886.96|6,621,032.78
减：营业外支出|七、75|3,674,399.00|2,912,347.24
四、利润总额（亏损总额以“－”号填列）||495,136,553.95|331,767,472.85
减：所得税费用|七、76|51,508,654.64|43,973,186.77
五、净利润（净亏损以“－”号填列）||443,627,899.31|287,794,286.08
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||443,627,899.31|287,794,286.08
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||442,136,589.29|285,454,044.81
2.少数股东损益（净亏损以“-”号填列）||1,491,310.02|2,340,241.27
六、其他综合收益的税后净额|||
（一）归属母公司所有者的其他综合收益的税后净额|||
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益|||
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额|||
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||443,627,899.31|287,794,286.08
（一）归属于母公司所有者的综合收益总额||442,136,589.29|285,454,044.81
（二）归属于少数股东的综合收益总额||1,491,310.02|2,340,241.27
八、每股收益：|||
（一）基本每股收益(元/股)||1.23|0.79
（二）稀释每股收益(元/股)||1.23|0.79
