page|82
项目|附注|2021 年度|2020 年度
一、营业总收入||2,718,602,121.55|1,863,387,214.10
其中：营业收入||2,718,602,121.55|1,863,387,214.10
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||2,323,387,739.96|1,617,506,995.94
其中：营业成本||1,631,125,196.82|1,108,731,250.03
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加||17,503,341.87|6,469,368.89
销售费用||50,642,035.73|37,764,009.53
管理费用||90,465,741.25|79,371,051.31
研发费用||560,859,120.85|376,327,453.49
财务费用||-27,207,696.56|8,843,862.69
其中：利息费用||1,498,386.86|
利息收入||30,593,491.25|20,011,101.73
加：其他收益||95,183,866.14|64,528,829.28
投资收益（损失以“－”号填列）||25,410,743.56|9,222,793.60
其中：对联营企业和合营企业的投资收益|||
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
page|83
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）||94,681,660.63|2,975,631.32
信用减值损失（损失以“-”号填列）||-1,714,693.13|-124,315.34
资产减值损失（损失以“-”号填列）||-3,072,624.13|-5,103,948.80
资产处置收益（损失以“－”号填列）||48,889.89|
三、营业利润（亏损以“－”号填列）||605,752,224.55|317,379,208.22
加：营业外收入||1,591,659.87|1,378,256.41
减：营业外支出||602,904.37|1,147,558.03
四、利润总额（亏损总额以“－”号填列）||606,740,980.05|317,609,906.60
减：所得税费用||4,962,510.90|-2,362,654.06
五、净利润（净亏损以“－”号填列）||601,778,469.15|319,972,560.66
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||601,778,469.15|319,972,560.66
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||601,778,469.15|319,972,560.66
2.少数股东损益（净亏损以“-”号填列）|||
六、其他综合收益的税后净额||-248,272.48|-113,084.04
（一）归属母公司所有者的其他综合收益的税后净额||-248,272.48|-113,084.04
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益||-248,272.48|-113,084.04
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
page|84
（5）现金流量套期储备|||
（6）外币财务报表折算差额||-248,272.48|-113,084.04
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||601,530,196.67|319,859,476.62
（一）归属于母公司所有者的综合收益总额||601,530,196.67|319,859,476.62
（二）归属于少数股东的综合收益总额|||
八、每股收益：|||
（一）基本每股收益(元/股)||1.45|0.79
（二）稀释每股收益(元/股)||1.45|0.79
