page|63
项目|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：||
货币资金|414,681,725.66|697,299,972.92
结算备付金||
拆出资金||
交易性金融资产||
衍生金融资产||
应收票据|19,260,500.00|9,630,250.00
应收账款|242,175,680.14|186,673,272.43
应收款项融资||
预付款项|253,076,721.60|361,059,054.12
应收保费||
应收分保账款||
应收分保合同准备金||
其他应收款|66,038,458.23|72,850,160.00
其中：应收利息||
应收股利||
买入返售金融资产||
存货|1,064,015,699.43|1,001,867,170.71
合同资产|7,490,524.30|48,742,238.67
持有待售资产||
一年内到期的非流动资产||
其他流动资产|63,182,723.43|10,392,584.04
流动资产合计|2,129,922,032.79|2,388,514,702.89
非流动资产：||
发放贷款和垫款||
page|64
债权投资|0.00|0.00
其他债权投资||
长期应收款||
长期股权投资|6,868,999.94|26,904,662.15
其他权益工具投资||
其他非流动金融资产|22,428,096.13|2,900,000.00
投资性房地产||
固定资产|27,553,948.36|29,706,969.18
在建工程||
生产性生物资产||
油气资产||
使用权资产|10,158,552.22|
无形资产|1,730,013.36|1,654,725.34
开发支出||
商誉||
长期待摊费用|11,036,259.73|21,586,191.64
递延所得税资产|167,736,469.40|173,945,519.01
其他非流动资产||
非流动资产合计|247,512,339.14|256,698,067.32
资产总计|2,377,434,371.93|2,645,212,770.21
流动负债：||
短期借款|81,260,500.00|12,174,250.00
向中央银行借款||
拆入资金||
交易性金融负债||
衍生金融负债||
应付票据||
应付账款|88,894,932.20|248,425,386.57
预收款项|98,656,834.16|21,803,255.60
合同负债|360,758,555.55|17,548,433.22
卖出回购金融资产款||
吸收存款及同业存放||
代理买卖证券款||
代理承销证券款||
应付职工薪酬|8,918,168.23|4,168,903.64
应交税费|11,641,235.40|21,517,112.28
其他应付款|160,830,554.59|363,735,468.51
其中：应付利息||
应付股利||
应付手续费及佣金||
应付分保账款||
持有待售负债||
一年内到期的非流动负债|6,868,862.39|
其他流动负债|49,888,392.97|642,169.81
流动负债合计|867,718,035.49|690,014,979.63
非流动负债：||
保险合同准备金||
长期借款||
应付债券||
其中：优先股||
永续债||
租赁负债|3,416,160.22|
长期应付款||
长期应付职工薪酬||
预计负债|12,864,733.52|86,225,198.33
page|65
递延收益||
递延所得税负债||
其他非流动负债||
非流动负债合计|16,280,893.74|86,225,198.33
负债合计|883,998,929.23|776,240,177.96
所有者权益：||
股本|980,980,473.00|980,980,473.00
其他权益工具||
其中：优先股||
永续债||
资本公积|1,130,729,240.12|1,132,055,668.68
减：库存股|34,000,000.00|
其他综合收益||
专项储备||
盈余公积|30,835,474.82|30,835,474.82
一般风险准备||
未分配利润|-608,581,060.81|-274,899,024.25
归属于母公司所有者权益合计|1,499,964,127.13|1,868,972,592.25
少数股东权益|-6,528,684.43|
所有者权益合计|1,493,435,442.70|1,868,972,592.25
负债和所有者权益总计|2,377,434,371.93|2,645,212,770.21
