page|91
项目|附注|2020 年度|2019 年度
一、营业总收入|七、61|3,014,328,624.31|2,893,998,292.23
其中：营业收入|七、61|3,014,328,624.31|2,893,998,292.23
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||3,498,236,648.72|3,018,170,441.41
其中：营业成本|七、61|2,826,203,134.30|2,332,395,823.51
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|七、62|6,120,438.08|8,339,638.69
销售费用|七、63|43,583,318.71|47,568,101.45
管理费用|七、64|384,887,990.88|375,874,051.60
研发费用|七、65|57,203,027.35|61,206,367.93
财务费用|七、66|180,238,739.40|192,786,458.23
其中：利息费用||173,723,493.63|188,168,417.34
利息收入||4,033,706.77|1,776,738.48
加：其他收益|七、67|209,056,540.10|9,758,740.46
投资收益（损失以“－”号填列）|七、68|302,082,133.33|775,018,259.61
其中：对联营企业和合营企业的投资收益|||-
以摊余成本计量的金融资产终止确认收益|||-
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”|||
page|92
号填列）|||
公允价值变动收益（损失以“－”号填列）|七、70|1,796,975.00|4,186,383.00
信用减值损失（损失以“-”号填列）|七、71|-24,535,667.44|-1,208,768.99
资产减值损失（损失以“-”号填列）|七、72|-20,047,609.66|-354,330,380.74
资产处置收益（损失以“－”号填列）|七、73|-266,043.57|7,953,842.23
三、营业利润（亏损以“－”号填列）||-15,821,696.65|317,205,926.39
加：营业外收入|七、74|7,070,207.10|1,556,985.57
减：营业外支出|七、75|218,524,897.42|310,815,024.81
四、利润总额（亏损总额以“－”号填列）||-227,276,386.97|7,947,887.15
减：所得税费用|七、76|-44,941,244.70|-58,909,641.07
五、净利润（净亏损以“－”号填列）||-182,335,142.27|66,857,528.22
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||-182,335,142.27|66,857,528.22
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||-182,335,142.27|66,857,528.22
2.少数股东损益（净亏损以“-”号填列）|||
六、其他综合收益的税后净额||-40,184,840.37|32,103,716.49
（一）归属母公司所有者的其他综合收益的税后净额||-40,184,840.37|32,103,716.49
1．不能重分类进损益的其他综合收益||-490,154.19|3,321,210.97
（1）重新计量设定受益计划变动额||-490,154.19|3,321,210.97
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益||-39,694,686.18|28,782,505.52
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额||-39,694,686.18|28,782,505.52
page|93
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||-222,519,982.64|98,961,244.71
（一）归属于母公司所有者的综合收益总额||-222,519,982.64|98,961,244.71
（二）归属于少数股东的综合收益总额|||
八、每股收益：|||
（一）基本每股收益(元/股)||-0.14|0.05
（二）稀释每股收益(元/股)||-0.14|0.05
