page|132
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||20,752,046,507.17|12,931,517,269.51
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||129,986,628.77|68,427,370.90
收到其他与经营活动有关的现金|七、78|745,809,924.32|84,300,800.73
经营活动现金流入小计||21,627,843,060.26|13,084,245,441.14
购买商品、接受劳务支付的现金||15,888,144,378.94|10,492,345,218.39
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||1,464,921,544.00|1,250,944,783.62
支付的各项税费||236,121,820.12|168,992,551.21
支付其他与经营活动有关的现金|七、78|694,061,249.66|366,627,653.13
经营活动现金流出小计||18,283,248,992.72|12,278,910,206.35
经营活动产生的现金流量净额||3,344,594,067.54|805,335,234.79
二、投资活动产生的现金流量：|||
收回投资收到的现金||381,260,682.96|9,747,780.98
取得投资收益收到的现金||32,128,830.68|106,375.49
处置固定资产、无形资产和其他长期资产收回的现金净额||6,032,559.92|16,642,775.77
处置子公司及其他营业单位收到的现金净额|||8,244,852.81
收到其他与投资活动有关的现金|||
投资活动现金流入小计||419,422,073.56|34,741,785.05
购建固定资产、无形资产和其他长期资产支付的现金||1,133,238,196.86|743,310,307.09
投资支付的现金||754,748,111.88|102,481,149.67
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额||1,162,793,185.62|813,537,658.11
支付其他与投资活动有关的现金|七、78||103,253,765.89
投资活动现金流出小计||3,050,779,494.36|1,762,582,880.76
page|133
投资活动产生的现金流量净额||-2,631,357,420.80|-1,727,841,095.71
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||683,318,846.05|380,097,090.48
其中：子公司吸收少数股东投资收到的现金||264,937,200.00|2,450,000.00
取得借款收到的现金||4,697,616,574.44|3,572,221,095.22
收到其他与筹资活动有关的现金|七、78|14,599,756.92|62,625,700.30
筹资活动现金流入小计||5,395,535,177.41|4,014,943,886.00
偿还债务支付的现金||3,130,371,533.37|2,554,810,450.72
分配股利、利润或偿付利息支付的现金||413,279,570.63|318,864,935.38
其中：子公司支付给少数股东的股利、利润||1,205,887.50|592,913.25
支付其他与筹资活动有关的现金|七、78|17,306,088.27|21,161,278.43
筹资活动现金流出小计||3,560,957,192.27|2,894,836,664.53
筹资活动产生的现金流量净额||1,834,577,985.14|1,120,107,221.47
四、汇率变动对现金及现金等价物的影响||-241,435,570.01|-2,233,377.13
五、现金及现金等价物净增加额||2,306,379,061.87|195,367,983.42
加：期初现金及现金等价物余额||3,116,157,303.17|2,920,789,319.75
六、期末现金及现金等价物余额||5,422,536,365.04|3,116,157,303.17
