page|79
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||10,160,356,233.20|9,196,359,737.96
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||4,028,457.28|4,524,026.50
收到其他与经营活动有关的现金||824,638,040.62|725,120,035.03
经营活动现金流入小计||10,989,022,731.10|9,926,003,799.49
购买商品、接受劳务支付的现金||4,837,311,574.02|5,074,546,199.95
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||1,549,265,208.33|1,463,911,554.13
支付的各项税费||1,048,525,822.36|1,078,661,768.61
支付其他与经营活动有关的现金||3,226,674,068.98|2,204,474,412.62
经营活动现金流出小计||10,661,776,673.69|9,821,593,935.31
经营活动产生的现金流量净额||327,246,057.41|104,409,864.18
二、投资活动产生的现金流量：|||
收回投资收到的现金||8,687,808.29|20,810,200.91
取得投资收益收到的现金||3,840,051.60|5,576,046.88
处置固定资产、无形资产和其他长期资产收回的现金净额||42,592,769.97|191,802,058.55
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金||168,653,555.02|
投资活动现金流入小计||223,774,184.88|218,188,306.34
page|80
购建固定资产、无形资产和其他长期资产支付的现金||986,685,004.95|691,409,116.64
投资支付的现金|||26,000,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||17,903,000.00
支付其他与投资活动有关的现金||58,727,929.21|413,082,020.00
投资活动现金流出小计||1,045,412,934.16|1,148,394,136.64
投资活动产生的现金流量净额||-821,638,749.28|-930,205,830.30
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||5,000,000.00|1,972,657,758.02
其中：子公司吸收少数股东投资收到的现金||5,000,000.00|5,859,020.00
取得借款收到的现金||4,517,780,000.00|4,898,540,880.00
收到其他与筹资活动有关的现金||1,422,044,983.53|625,310,978.23
筹资活动现金流入小计||5,944,824,983.53|7,496,509,616.25
偿还债务支付的现金||4,246,239,200.00|5,153,446,756.61
分配股利、利润或偿付利息支付的现金||303,551,396.84|233,678,794.94
其中：子公司支付给少数股东的股利、利润|||39,325.00
支付其他与筹资活动有关的现金||861,918,403.93|813,714,376.58
筹资活动现金流出小计||5,411,709,000.77|6,200,839,928.13
筹资活动产生的现金流量净额||533,115,982.76|1,295,669,688.12
四、汇率变动对现金及现金等价物的影响||20,540.78|63,751.55
五、现金及现金等价物净增加额||38,743,831.67|469,937,473.55
加：期初现金及现金等价物余额||988,087,711.03|518,150,237.48
六、期末现金及现金等价物余额||1,026,831,542.70|988,087,711.03
