page|61
项目|附注|2020 年 12 月 31 日|2019 年 12 月 31 日
流动资产：|||
货币资金|七、1|261,059,881.48|122,606,999.80
结算备付金|||
拆出资金|||
交易性金融资产|七、2|1,000,000.00|
衍生金融资产|||
应收票据|||
应收账款|七、5|235,447,898.78|164,967,238.12
应收款项融资|||
预付款项|七、7|5,368,595.03|3,460,263.36
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款|七、8|10,081,707.83|16,568,310.25
其中：应收利息|||
page|62
应收股利|||
买入返售金融资产|||
存货|七、9|38,967,459.96|18,977,507.97
合同资产|七、10|6,465,447.35|
持有待售资产|||
一年内到期的非流动资产|七、12|109,962,733.37|79,974,345.26
其他流动资产|七、13|85,119,603.23|51,588,348.71
流动资产合计||753,473,327.03|458,143,013.47
非流动资产：|||
发放贷款和垫款|||
债权投资|||
其他债权投资|||
长期应收款|七、16|998,053,179.73|680,198,086.68
长期股权投资|七、17|103,703,395.75|91,872,840.68
其他权益工具投资|||
其他非流动金融资产|||
投资性房地产|七、20|2,077,465.88|2,248,342.74
固定资产|七、21|533,295,525.49|353,653,414.35
在建工程|七、22|757,852,181.77|592,857,971.84
生产性生物资产|||
油气资产|||
使用权资产|||
无形资产|七、26|1,203,239,898.96|1,174,341,186.96
开发支出|||
商誉|||
长期待摊费用|七、29|2,440,158.38|205,543.73
递延所得税资产|七、30|35,461,061.53|31,388,842.96
其他非流动资产|七、31|4,335,107.44|2,484,231.71
非流动资产合计||3,640,457,974.93|2,929,250,461.65
资产总计||4,393,931,301.96|3,387,393,475.12
流动负债：|||
短期借款|七、32|50,000,000.00|210,000,000.00
向中央银行借款|||
拆入资金|||
交易性金融负债|||
衍生金融负债|||
应付票据|||
应付账款|七、36|620,128,091.49|457,426,835.26
预收款项|七、37||113,172,691.14
合同负债|七、38|127,266,147.71|
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬|七、39|20,740,260.34|19,907,788.37
应交税费|七、40|28,432,284.83|29,485,611.70
其他应付款|七、41|71,237,752.93|72,340,844.04
其中：应付利息||3,533,023.49|2,458,416.86
page|63
应付股利|||
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债|七、43|219,831,979.70|198,800,000.00
其他流动负债|七、44|789,108.70|
流动负债合计||1,138,425,625.70|1,101,133,770.51
非流动负债：|||
保险合同准备金|||
长期借款|七、45|1,642,219,939.94|932,967,519.69
应付债券|||
其中：优先股|||
永续债|||
租赁负债|||
长期应付款|七、48|76,761,000.00|21,032,410.95
长期应付职工薪酬|||
预计负债|七、50|93,836,843.10|75,858,538.81
递延收益|七、51|40,508,406.74|41,226,475.47
递延所得税负债|七、30|15,279,961.61|14,832,846.00
其他非流动负债|||
非流动负债合计||1,868,606,151.39|1,085,917,790.92
负债合计||3,007,031,777.09|2,187,051,561.43
所有者权益（或股东权益）：|||
实收资本（或股本）|七、53|234,000,000.00|234,000,000.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积|七、55|338,357,791.55|338,357,791.55
减：库存股|||
其他综合收益|||
专项储备|||
盈余公积|七、59|40,413,190.62|28,430,382.08
一般风险准备|||
未分配利润|七、60|657,449,604.12|494,648,815.98
归属于母公司所有者权益（或股东权益）合计||1,270,220,586.29|1,095,436,989.61
少数股东权益||116,678,938.58|104,904,924.08
所有者权益（或股东权益）合计||1,386,899,524.87|1,200,341,913.69
负债和所有者权益（或股东权益）总计||4,393,931,301.96|3,387,393,475.12
