page|122
项目|附注|2021 年度|2020 年度
一、营业总收入||40,569,618,325.47|33,659,554,248.26
其中：营业收入|七、61|40,569,618,325.47|33,659,554,248.26
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本|||39,056,737,414.83  32,110,500,551.00
其中：营业成本|七、61|35,134,987,565.00|28,629,336,235.95
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|七、62|119,105,622.62|98,728,099.43
销售费用|七、63|890,818,667.75|895,161,189.57
管理费用|七、64|1,133,381,276.88|841,471,535.56
研发费用|七、65|716,233,463.10|705,650,357.04
财务费用|七、66|1,062,210,819.48|940,153,133.45
其中：利息费用||841,987,135.87|697,533,690.78
利息收入||179,041,788.70|177,732,838.18
加：其他收益|七、67|398,267,627.44|130,285,007.98
投资收益（损失以“－”号填列）|七、68|226,837,835.84|-29,970,409.26
其中：对联营企业和合营企业的投资收益||-5,815,189.27|-5,312,251.87
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|七、70|70,872,909.63|165,283,236.00
信用减值损失（损失以“-”号填列）|七、71|161,871,609.59|14,759,331.59
资产减值损失（损失以“-”号填列）|七、72|-621,476,334.57|-293,817,480.26
资产处置收益（损失以“－”号填列）|七、73|-352,002,561.77|-423,444,183.55
三、营业利润（亏损以“－”号填列）||1,397,251,996.80|1,112,149,199.76
加：营业外收入|七、74|11,936,643.98|108,694,657.31
减：营业外支出|七、75|49,267,993.94|39,199,156.93
四、利润总额（亏损总额以“－”号填列）||1,359,920,646.84|1,181,644,700.14
减：所得税费用|七、76|218,560,460.12|139,117,966.41
page|123
五、净利润（净亏损以“－”号填列）||1,141,360,186.72|1,042,526,733.73
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||1,141,360,186.72|1,042,526,733.73
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||1,141,409,888.21|1,041,561,740.41
2.少数股东损益（净亏损以“-”号填列）||-49,701.49|964,993.32
六、其他综合收益的税后净额|七、77|-98,524,849.68|-148,027,867.23
（一）归属母公司所有者的其他综合收益的税后净额||-98,524,849.68|-148,027,867.23
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益||-98,524,849.68|-148,027,867.23
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额||-98,524,849.68|-148,027,867.23
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||1,042,835,337.04|894,498,866.50
（一）归属于母公司所有者的综合收益总额||1,042,885,038.53|893,533,873.18
（二）归属于少数股东的综合收益总额||-49,701.49|964,993.32
八、每股收益：|||
（一）基本每股收益(元/股)|十八、2|0.14|0.18
（二）稀释每股收益(元/股)|十八、2|0.14|0.18
